src,timestep,keyword,verb,freq
ptt,t1,臺灣,支持,26
ptt,t1,臺灣,來,17
ptt,t1,臺灣,有,16
ptt,t1,臺灣,們,12
ptt,t1,臺灣,為,10
ptt,t1,中國,有,9
ptt,t1,臺灣,邀請,8
ptt,t1,中國,與,7
ptt,t1,美國,去,6
ptt,t1,中國,沒,5
ptt,t1,臺灣,回到,5
ptt,t1,臺灣,臺灣,5
ptt,t1,臺灣,放棄,5
ptt,t1,臺灣,攻打,5
ptt,t1,臺灣,吃,4
ptt,t1,臺灣,看到,4
ptt,t1,中國,從,4
ptt,t1,臺灣,沒,4
ptt,t1,中國,個,4
ptt,t1,臺灣,叫,4
ptt,t1,臺灣,喜歡,4
ptt,t1,中國,數字,4
ptt,t1,臺灣,打,4
ptt,t1,中國,到,4
ptt,t1,臺灣,阻礙,3
ptt,t1,中國,顯示,3
ptt,t1,中國,承認,3
ptt,t1,中國,前往,3
ptt,t1,中國,輸給,3
ptt,t1,臺灣,熟悉,3
ptt,t1,臺灣,代表,3
ptt,t1,中國,限制,3
ptt,t1,臺灣,搞,3
ptt,t1,中國,看,3
ptt,t1,臺灣,統,3
ptt,t1,中國,幫,3
ptt,t1,臺灣,保衛,3
ptt,t1,中國,源自,3
ptt,t1,中國,連,3
ptt,t1,臺灣,解決,3
ptt,t1,臺灣,個,3
ptt,t1,中國,加上,3
ptt,t1,中國,武漢,3
ptt,t1,中國,配合,3
ptt,t1,臺灣,到,3
ptt,t1,臺灣,住在,3
ptt,t1,中國,要,3
ptt,t1,美國,對,3
ptt,t1,臺灣,赴,3
ptt,t1,臺灣,允許,3
ptt,t1,臺灣,搬到,3
ptt,t1,臺灣,包括,3
ptt,t1,臺灣,們與,3
ptt,t1,臺灣,出來,2
ptt,t1,臺灣,干預,2
ptt,t1,中國,封鎖,2
ptt,t1,臺灣,國,2
ptt,t1,中國,聽,2
ptt,t1,臺灣,對,2
ptt,t1,中國,開,2
ptt,t1,臺灣,關,2
ptt,t1,中國,代表,2
ptt,t1,中國,考慮,2
ptt,t1,中國,遭到,2
ptt,t1,臺灣,接收,2
ptt,t1,臺灣,變成,2
ptt,t1,中國,為,2
ptt,t1,臺灣,要求,2
ptt,t1,臺灣,了解,2
ptt,t1,中國,翻到,2
ptt,t1,臺灣,開始,2
ptt,t1,中國,作,2
ptt,t1,臺灣,看看,2
ptt,t1,臺灣,上,2
ptt,t1,臺灣,要,2
ptt,t1,臺灣,超越,2
ptt,t1,中國,批評,2
ptt,t1,美國,幫助,2
ptt,t1,臺灣,考慮,2
ptt,t1,中國,指責,2
ptt,t1,中國,回來,2
ptt,t1,臺灣,收復,2
ptt,t1,臺灣,知道,2
ptt,t1,臺灣,算是,2
ptt,t1,臺灣,落實,2
ptt,t1,美國,回,2
ptt,t1,臺灣,想,2
ptt,t1,中國,找,2
ptt,t1,中國,包括,2
ptt,t1,中國,回歸,2
ptt,t1,美國,連,2
ptt,t1,臺灣,武統,2
ptt,t1,中國,給,2
ptt,t1,臺灣,發聲,2
ptt,t1,中國,對於,2
ptt,t1,中國,仰賴,2
ptt,t1,臺灣,逃到,2
ptt,t1,中國,入境,2
ptt,t1,臺灣,滿,2
ptt,t1,中國,關,2
ptt,t1,美國,叛逃,2
ptt,t1,中國,新聞,2
ptt,t1,美國,搬到,2
ptt,t1,臺灣,發展,2
ptt,t1,臺灣,存在,2
ptt,t1,臺灣,黨,2
ptt,t1,臺灣,只有,2
ptt,t1,臺灣,經,2
ptt,t1,臺灣,走到,2
ptt,t1,臺灣,無,2
ptt,t1,中國,解決,2
ptt,t1,中國,國與,2
ptt,t1,中國,黨,1
ptt,t1,美國,有,1
ptt,t1,中國,變成,1
ptt,t1,中國,要求,1
ptt,t1,臺灣,為現,1
ptt,t1,中國,任,1
ptt,t1,臺灣,別人,1
ptt,t1,臺灣,円,1
ptt,t1,臺灣,と言,1
ptt,t1,美國,棒球,1
ptt,t1,臺灣,嗎,1
ptt,t1,中國,握有,1
ptt,t1,中國,來幫,1
ptt,t1,臺灣,稱,1
ptt,t1,中國,引發,1
ptt,t1,中國,學,1
ptt,t1,美國,來對,1
ptt,t1,中國,想,1
ptt,t1,臺灣,行,1
ptt,t1,美國,統,1
ptt,t1,臺灣,們亞,1
ptt,t1,臺灣,自從,1
ptt,t1,臺灣,好比,1
ptt,t1,中國,稱為,1
ptt,t1,臺灣,迎來,1
ptt,t1,中國,加深,1
ptt,t1,美國,動手,1
ptt,t1,中國,夠穩,1
ptt,t1,美國,侵台,1
ptt,t1,中國,登個,1
ptt,t1,臺灣,崩潰,1
ptt,t1,中國,忠於,1
ptt,t1,中國,機構,1
ptt,t1,中國,加劇,1
ptt,t1,臺灣,拆,1
ptt,t1,臺灣,撤退,1
ptt,t1,臺灣,缺乏,1
ptt,t1,中國,醫院,1
ptt,t1,中國,觸怒,1
ptt,t1,臺灣,打死,1
ptt,t1,中國,教,1
ptt,t1,臺灣,數,1
ptt,t1,中國,守,1
ptt,t1,臺灣,弄,1
ptt,t1,美國,歐洲,1
ptt,t1,中國,灣對,1
ptt,t1,臺灣,建交,1
ptt,t1,中國,等,1
ptt,t1,中國,內力,1
ptt,t1,中國,誰,1
ptt,t1,中國,翻車,1
ptt,t1,中國,看到,1
ptt,t1,臺灣,讓許,1
ptt,t1,臺灣,佔掉,1
ptt,t1,中國,塑造,1
ptt,t1,臺灣,來但,1
ptt,t1,臺灣,設展,1
ptt,t1,中國,使用,1
ptt,t1,中國,獲,1
ptt,t1,美國,流入,1
ptt,t1,臺灣,國垮,1
ptt,t1,中國,援助,1
ptt,t1,中國,幫助,1
ptt,t1,臺灣,移工,1
ptt,t1,臺灣,亞,1
ptt,t1,臺灣,話,1
ptt,t1,臺灣,排擠,1
ptt,t1,臺灣,幹,1
ptt,t1,臺灣,影響,1
ptt,t1,臺灣,嫁來,1
ptt,t1,臺灣,夠轉,1
ptt,t1,臺灣,防衛,1
ptt,t1,中國,反對,1
ptt,t1,中國,對抗,1
ptt,t1,美國,羨慕,1
ptt,t1,中國,挑釁,1
ptt,t1,臺灣,照會,1
ptt,t1,臺灣,重視,1
ptt,t1,臺灣,們吹,1
ptt,t1,美國,了解,1
ptt,t1,臺灣,保護,1
ptt,t1,中國,罵完,1
ptt,t1,中國,罵,1
ptt,t1,臺灣,停陸,1
ptt,t1,臺灣,評價,1
ptt,t1,臺灣,在乎,1
ptt,t1,中國,在乎,1
ptt,t1,中國,業生,1
ptt,t1,中國,刪除,1
ptt,t1,美國,跑去,1
ptt,t1,美國,數,1
ptt,t1,美國,找,1
ptt,t1,臺灣,個覺,1
ptt,t1,臺灣,去,1
ptt,t1,美國,超過,1
ptt,t1,臺灣,慣,1
ptt,t1,中國,贏,1
ptt,t1,臺灣,遠,1
ptt,t1,中國,打,1
ptt,t1,臺灣,調查,1
ptt,t1,臺灣,時候,1
ptt,t1,美國,赴,1
ptt,t1,美國,積電,1
ptt,t1,臺灣,灣,1
ptt,t1,中國,怪,1
ptt,t1,美國,開放,1
ptt,t1,美國,感覺,1
ptt,t1,臺灣,花什,1
ptt,t1,中國,倒,1
ptt,t1,中國,看看,1
ptt,t1,臺灣,吳,1
ptt,t1,美國,國家,1
ptt,t1,臺灣,造成,1
ptt,t1,中國,打擊,1
ptt,t1,中國,減,1
ptt,t1,中國,判下,1
ptt,t1,臺灣,見誰,1
ptt,t1,臺灣,って,1
ptt,t1,臺灣,意貶,1
ptt,t1,中國,引,1
ptt,t1,中國,盯上,1
ptt,t1,中國,協助,1
ptt,t1,臺灣,證明,1
ptt,t1,臺灣,冷氣,1
ptt,t1,臺灣,坐過,1
ptt,t1,臺灣,種,1
ptt,t1,臺灣,視為,1
ptt,t1,美國,使,1
ptt,t1,臺灣,軍用,1
ptt,t1,臺灣,指,1
ptt,t1,中國,只,1
ptt,t1,臺灣,滿桌,1
ptt,t1,臺灣,符合,1
ptt,t1,中國,掌握,1
ptt,t1,中國,業單,1
ptt,t1,臺灣,促成,1
ptt,t1,臺灣,注意,1
ptt,t1,中國,嗆聲,1
ptt,t1,中國,臺灣,1
ptt,t1,臺灣,師範,1
ptt,t1,臺灣,阻止,1
ptt,t1,中國,禁,1
ptt,t1,中國,禁止,1
ptt,t1,中國,做禁,1
ptt,t1,中國,華倫,1
ptt,t1,美國,來,1
ptt,t1,中國,歹戲,1
ptt,t1,中國,提升,1
ptt,t1,中國,數,1
ptt,t1,臺灣,選,1
ptt,t1,臺灣,反送,1
ptt,t1,中國,掌控,1
ptt,t1,臺灣,互換,1
ptt,t1,臺灣,くす,1
ptt,t1,美國,崩盤,1
ptt,t1,美國,嗎,1
ptt,t1,美國,殘局,1
ptt,t1,臺灣,站在,1
ptt,t1,臺灣,朴槿,1
ptt,t1,中國,爭,1
ptt,t1,臺灣,改變,1
ptt,t1,臺灣,受限,1
ptt,t1,中國,重創,1
ptt,t1,中國,在意,1
ptt,t1,中國,運往,1
ptt,t1,中國,步上,1
ptt,t1,臺灣,與,1
ptt,t1,臺灣,闆說,1
ptt,t1,臺灣,欸欸,1
ptt,t1,臺灣,連任,1
ptt,t1,美國,給,1
ptt,t1,中國,遭,1
ptt,t1,臺灣,改稱,1
ptt,t1,中國,〔記者,1
ptt,t1,中國,積極,1
ptt,t1,臺灣,需要,1
ptt,t1,美國,為,1
ptt,t1,美國,沒來,1
ptt,t1,美國,出於,1
ptt,t1,美國,僅,1
ptt,t1,臺灣,氣轟,1
ptt,t1,中國,翻翻,1
ptt,t1,中國,傻眼,1
ptt,t1,臺灣,不一樣,1
ptt,t1,臺灣,拯救,1
ptt,t1,臺灣,綠燈,1
ptt,t1,美國,叫,1
ptt,t1,中國,提醒,1
ptt,t1,臺灣,吵,1
ptt,t1,中國,風險,1
ptt,t1,美國,住,1
ptt,t1,美國,回復,1
ptt,t1,中國,紀念,1
ptt,t1,臺灣,餓死,1
ptt,t1,臺灣,麵沒,1
ptt,t1,臺灣,接近,1
ptt,t1,臺灣,出國,1
ptt,t1,美國,時期,1
ptt,t1,中國,貿易,1
ptt,t1,中國,研究,1
ptt,t1,美國,機對,1
ptt,t1,美國,益於,1
ptt,t1,美國,於,1
ptt,t1,中國,撤離,1
ptt,t1,中國,替代,1
ptt,t1,中國,取決於,1
ptt,t1,中國,炸,1
ptt,t1,中國,許擋,1
ptt,t1,臺灣,報導,1
ptt,t1,中國,疑似,1
ptt,t1,臺灣,清理,1
ptt,t1,美國,救,1
ptt,t1,中國,引來,1
ptt,t1,中國,戲原,1
ptt,t1,中國,離開,1
ptt,t1,臺灣,處理,1
ptt,t1,臺灣,找,1
ptt,t1,臺灣,因為,1
ptt,t1,中國,靠近,1
ptt,t1,美國,抽根,1
ptt,t1,臺灣,不准,1
ptt,t1,臺灣,定調,1
ptt,t1,中國,跳出,1
ptt,t1,中國,討論,1
ptt,t1,中國,相信,1
ptt,t1,中國,耍,1
ptt,t1,中國,超車,1
ptt,t1,臺灣,起,1
ptt,t1,臺灣,送交,1
ptt,t1,臺灣,內鬥,1
ptt,t1,美國,遠嫁,1
ptt,t1,中國,具有,1
ptt,t1,中國,增強,1
ptt,t1,臺灣,民國,1
ptt,t1,臺灣,來蹭,1
ptt,t1,臺灣,將,1
ptt,t1,中國,紅色,1
ptt,t1,臺灣,黨沒,1
ptt,t1,中國,國父,1
ptt,t1,中國,去,1
ptt,t1,臺灣,回,1
ptt,t1,臺灣,借,1
ptt,t1,臺灣,忘,1
ptt,t1,中國,視為,1
ptt,t1,美國,搞定,1
ptt,t1,臺灣,服刑,1
ptt,t1,臺灣,跑,1
ptt,t1,臺灣,指控,1
ptt,t1,臺灣,住,1
ptt,t1,臺灣,反,1
ptt,t1,中國,勤勞,1
ptt,t1,臺灣,拍到,1
ptt,t1,中國,解析,1
ptt,t1,中國,國為,1
ptt,t1,臺灣,戰略,1
ptt,t1,中國,龍對,1
ptt,t1,美國,戰,1
ptt,t1,中國,打贏,1
ptt,t1,臺灣,入帳,1
ptt,t1,臺灣,國為,1
ptt,t1,中國,~~,1
ptt,t1,中國,促使,1
ptt,t1,中國,放任,1
ptt,t1,美國,極力,1
ptt,t1,中國,交往,1
ptt,t1,中國,寄望,1
ptt,t1,臺灣,收回,1
ptt,t1,臺灣,準備,1
ptt,t1,中國,移交,1
ptt,t1,中國,這些,1
ptt,t1,臺灣,深受,1
ptt,t1,中國,遵守,1
ptt,t1,臺灣,返回,1
ptt,t1,臺灣,解除,1
ptt,t1,中國,勢對,1
ptt,t1,臺灣,攻下,1
ptt,t1,中國,控制,1
ptt,t1,臺灣,斷,1
ptt,t1,美國,後來跑去,1
ptt,t1,臺灣,整理,1
ptt,t1,臺灣,時期,1
ptt,t1,臺灣,拿半,1
ptt,t1,臺灣,島卻,1
ptt,t1,臺灣,國外,1
ptt,t1,臺灣,抓,1
ptt,t1,中國,對,1
ptt,t1,中國,站,1
ptt,t1,美國,站,1
ptt,t1,美國,續罵,1
ptt,t1,美國,幹,1
ptt,t1,美國,親,1
ptt,t1,中國,削弱,1
ptt,t1,中國,支持,1
ptt,t1,臺灣,撕裂,1
ptt,t1,中國,遇到,1
ptt,t1,臺灣,若是,1
ptt,t1,美國,割,1
ptt,t1,臺灣,戰,1
ptt,t1,臺灣,認美,1
ptt,t1,臺灣,建議,1
ptt,t1,臺灣,權,1
ptt,t1,臺灣,回應,1
ptt,t1,中國,遭受,1
ptt,t1,美國,刺殺,1
ptt,t1,臺灣,個臉,1
ptt,t1,臺灣,熱愛,1
ptt,t1,中國,救,1
ptt,t1,中國,震懾,1
ptt,t1,美國,提醒,1
ptt,t1,中國,定臺,1
ptt,t1,中國,擔任,1
ptt,t1,臺灣,入,1
ptt,t1,臺灣,看來,1
ptt,t1,中國,往來,1
ptt,t1,臺灣,護,1
ptt,t1,臺灣,認知,1
ptt,t1,中國,喜,1
ptt,t1,臺灣,搞好,1
ptt,t1,臺灣,放在,1
ptt,t1,臺灣,平統,1
ptt,t1,中國,呂,1
ptt,t1,臺灣,達到,1
ptt,t1,臺灣,包含,1
ptt,t1,中國,侵占,1
ptt,t1,臺灣,許,1
ptt,t1,臺灣,質管,1
ptt,t1,中國,尊重,1
ptt,t1,臺灣,補足,1
ptt,t1,中國,嗆,1
ptt,t1,中國,了解,1
ptt,t1,中國,表示,1
ptt,t1,臺灣,同時,1
ptt,t1,中國,國名,1
ptt,t1,臺灣,診臺,1
ptt,t1,中國,搞,1
ptt,t1,臺灣,封鎖,1
ptt,t1,臺灣,提到,1
ptt,t1,臺灣,華獨,1
ptt,t1,臺灣,係對,1
ptt,t1,中國,返回,1
ptt,t1,臺灣,彌補,1
ptt,t1,臺灣,屌打,1
ptt,t1,美國,投資,1
ptt,t1,臺灣,權移,1
ptt,t1,臺灣,全都,1
ptt,t1,臺灣,產,1
ptt,t1,中國,抓到,1
ptt,t1,臺灣,搭郵,1
ptt,t1,臺灣,拖垮,1
ptt,t1,臺灣,論,1
ptt,t1,中國,打爆,1
ptt,t1,中國,踩,1
ptt,t1,臺灣,搬來,1
ptt,t1,臺灣,打壓,1
ptt,t1,中國,織給,1
ptt,t1,臺灣,演開,1
ptt,t1,臺灣,樓,1
ptt,t1,臺灣,も文,1
ptt,t1,中國,拿,1
ptt,t1,臺灣,打算,1
ptt,t1,臺灣,靠近,1
ptt,t1,臺灣,接觸,1
ptt,t1,美國,追平,1
ptt,t1,美國,達成,1
ptt,t1,中國,住,1
ptt,t1,美國,寄,1
ptt,t1,臺灣,是,1
ptt,t1,臺灣,敦促,1
ptt,t1,臺灣,使,1
ptt,t1,臺灣,修到,1
ptt,t1,美國,相信,1
ptt,t1,中國,時到,1
ptt,t1,臺灣,打擊,1
ptt,t1,中國,考,1
ptt,t1,中國,撤出,1
ptt,t1,美國,搬回,1
ptt,t1,臺灣,宅,1
ptt,t1,中國,送給,1
ptt,t1,臺灣,出差,1
ptt,t1,臺灣,清楚,1
ptt,t1,臺灣,提升,1
ptt,t1,中國,囉,1
ptt,t1,臺灣,砸,1
ptt,t1,中國,受拜,1
ptt,t1,臺灣,分享,1
ptt,t1,臺灣,打贏,1
ptt,t1,美國,陪著,1
ptt,t1,中國,灣人,1
ptt,t1,臺灣,身為,1
ptt,t1,臺灣,急于,1
ptt,t1,中國,沒有,1
ptt,t1,中國,用,1
ptt,t1,中國,痛恨,1
ptt,t1,臺灣,捧紅,1
ptt,t1,美國,肥宅,1
ptt,t1,臺灣,叫做,1
ptt,t1,中國,身兼,1
ptt,t1,臺灣,學,1
ptt,t1,臺灣,玩,1
ptt,t1,臺灣,搬離,1
ptt,t1,臺灣,寫名,1
ptt,t1,臺灣,接納,1
ptt,t1,美國,麼,1
ptt,t1,中國,借,1
ptt,t1,中國,改造,1
ptt,t1,中國,統治,1
ptt,t1,中國,勢力,1
ptt,t1,中國,陷入,1
ptt,t1,臺灣,利用,1
ptt,t1,臺灣,埋伏,1
ptt,t1,中國,催毀,1
ptt,t1,中國,受制,1
ptt,t1,美國,知會,1
ptt,t1,中國,樁,1
ptt,t1,臺灣,錯亂,1
ptt,t1,臺灣,做出,1
ptt,t1,臺灣,為例,1
ptt,t1,臺灣,起來,1
ptt,t1,臺灣,斥,1
ptt,t1,臺灣,業,1
ptt,t1,中國,遣返,1
ptt,t1,中國,們回,1
ptt,t1,中國,破壞,1
ptt,t1,臺灣,放話,1
ptt,t1,中國,減少,1
ptt,t1,臺灣,會攻,1
ptt,t1,臺灣,捍衛,1
ptt,t1,臺灣,力挺,1
ptt,t1,臺灣,國際,1
ptt,t1,臺灣,回去,1
ptt,t1,臺灣,喊,1
ptt,t1,中國,幫腔,1
ptt,t1,臺灣,從,1
ptt,t1,臺灣,邀,1
ptt,t1,臺灣,員國,1
ptt,t1,臺灣,看,1
ptt,t1,中國,說謊,1
ptt,t1,中國,指向,1
ptt,t1,中國,灣製,1
ptt,t1,臺灣,在,1
ptt,t1,臺灣,嚐嚐,1
ptt,t1,中國,許,1
ptt,t1,中國,回,1
ptt,t1,中國,っく,1
ptt,t1,臺灣,順便,1
ptt,t1,中國,取代,1
ptt,t1,臺灣,後來,1
ptt,t1,臺灣,會死,1
ptt,t1,中國,調查,1
ptt,t1,美國,打,1
ptt,t1,中國,安安~,1
ptt,t1,中國,喔~,1
ptt,t1,中國,普為,1
ptt,t1,中國,早鎖,1
ptt,t1,中國,射,1
ptt,t1,中國,國法,1
ptt,t1,臺灣,飄揚,1
ptt,t1,臺灣,念念不忘,1
ptt,t1,臺灣,幫助,1
ptt,t1,美國,對於,1
ptt,t1,臺灣,削弱,1
ptt,t1,臺灣,對於,1
ptt,t1,中國,算,1
ptt,t1,中國,臺,1
ptt,t1,美國,與,1
ptt,t1,臺灣,湧入,1
ptt,t1,臺灣,防止,1
ptt,t1,臺灣,們絕,1
ptt,t1,臺灣,占領,1
ptt,t1,臺灣,對待,1
ptt,t1,臺灣,儘,1
ptt,t1,臺灣,給,1
ptt,t1,臺灣,們為,1
ptt,t1,臺灣,遇襲,1
ptt,t1,美國,們,1
ptt,t1,中國,思考,1
ptt,t1,中國,忘,1
ptt,t1,美國,到,1
ptt,t1,臺灣,中,1
ptt,t1,臺灣,黨統,1
ptt,t1,美國,宣布,1
ptt,t1,美國,機會,1
ptt,t1,臺灣,拿下,1
ptt,t1,臺灣,貿易,1
ptt,t1,臺灣,續蕭,1
ptt,t1,中國,說,1
ptt,t1,臺灣,派遣,1
ptt,t1,臺灣,解放,1
ptt,t1,臺灣,提出,1
ptt,t1,中國,連線,1
ptt,t1,臺灣,2020,1
ptt,t1,臺灣,麥當,1
ptt,t1,臺灣,欸,1
ptt,t1,臺灣,證書,1
ptt,t1,臺灣,扯,1
ptt,t1,中國,國封,1
ptt,t1,中國,幻想,1
ptt,t1,中國,放過,1
ptt,t1,中國,提高,1
ptt,t1,美國,打擊,1
ptt,t1,中國,傳出,1
ptt,t1,臺灣,停工,1
ptt,t1,美國,顯示,1
ptt,t1,臺灣,維持,1
ptt,t1,中國,灣共,1
ptt,t1,中國,炒作,1
ptt,t2,臺灣,有,19
ptt,t2,臺灣,為,16
ptt,t2,臺灣,支持,15
ptt,t2,臺灣,來,14
ptt,t2,臺灣,們,14
ptt,t2,中國,有,11
ptt,t2,中國,個,8
ptt,t2,臺灣,打,7
ptt,t2,美國,去,6
ptt,t2,中國,與,6
ptt,t2,中國,看,6
ptt,t2,中國,警告,6
ptt,t2,臺灣,看,6
ptt,t2,臺灣,想,5
ptt,t2,臺灣,移民,5
ptt,t2,臺灣,攻打,5
ptt,t2,中國,到,5
ptt,t2,臺灣,完成,5
ptt,t2,臺灣,只有,5
ptt,t2,臺灣,拿下,5
ptt,t2,臺灣,回到,5
ptt,t2,臺灣,接受,5
ptt,t2,臺灣,黨,4
ptt,t2,臺灣,嫁來,4
ptt,t2,中國,對抗,4
ptt,t2,臺灣,利用,4
ptt,t2,中國,反,4
ptt,t2,中國,們,4
ptt,t2,臺灣,搞,4
ptt,t2,臺灣,看到,4
ptt,t2,中國,搞,4
ptt,t2,中國,制裁,4
ptt,t2,臺灣,訪問,4
ptt,t2,臺灣,拿到,3
ptt,t2,臺灣,放棄,3
ptt,t2,中國,批評,3
ptt,t2,臺灣,統,3
ptt,t2,中國,臺灣,3
ptt,t2,美國,要求,3
ptt,t2,中國,符合,3
ptt,t2,臺灣,見,3
ptt,t2,中國,只有,3
ptt,t2,臺灣,國民,3
ptt,t2,美國,於,3
ptt,t2,臺灣,武統,3
ptt,t2,臺灣,知道,3
ptt,t2,美國,個,3
ptt,t2,中國,來,3
ptt,t2,臺灣,到,3
ptt,t2,中國,灣對,3
ptt,t2,臺灣,提高,3
ptt,t2,中國,打,3
ptt,t2,美國,入境,3
ptt,t2,臺灣,超過,3
ptt,t2,臺灣,逃來,3
ptt,t2,臺灣,幫,3
ptt,t2,臺灣,超越,3
ptt,t2,臺灣,代表,3
ptt,t2,臺灣,分享,3
ptt,t2,中國,擔心,3
ptt,t2,美國,有,3
ptt,t2,臺灣,逃到,3
ptt,t2,美國,到,2
ptt,t2,美國,與,2
ptt,t2,臺灣,出身,2
ptt,t2,中國,回,2
ptt,t2,中國,罵,2
ptt,t2,中國,指責,2
ptt,t2,中國,回歸,2
ptt,t2,臺灣,解放,2
ptt,t2,臺灣,打到,2
ptt,t2,中國,限制,2
ptt,t2,中國,做,2
ptt,t2,臺灣,提到,2
ptt,t2,臺灣,阻礙,2
ptt,t2,臺灣,邀請,2
ptt,t2,美國,大於,2
ptt,t2,臺灣,留在,2
ptt,t2,中國,看臺,2
ptt,t2,中國,展現,2
ptt,t2,臺灣,對於,2
ptt,t2,臺灣,經,2
ptt,t2,臺灣,給,2
ptt,t2,中國,為,2
ptt,t2,中國,萬惡,2
ptt,t2,美國,逼迫,2
ptt,t2,臺灣,變成,2
ptt,t2,臺灣,騙,2
ptt,t2,臺灣,洗,2
ptt,t2,中國,醫院,2
ptt,t2,中國,得到,2
ptt,t2,中國,呼籲,2
ptt,t2,臺灣,算,2
ptt,t2,臺灣,在,2
ptt,t2,臺灣,拿出,2
ptt,t2,臺灣,保障,2
ptt,t2,臺灣,幫助,2
ptt,t2,中國,問,2
ptt,t2,中國,放任,2
ptt,t2,臺灣,猛襲,2
ptt,t2,中國,賭爛,2
ptt,t2,臺灣,救,2
ptt,t2,中國,看來,2
ptt,t2,臺灣,要求,2
ptt,t2,中國,促進,2
ptt,t2,中國,抹黑,2
ptt,t2,臺灣,叫,2
ptt,t2,中國,要求,2
ptt,t2,中國,統治,2
ptt,t2,臺灣,關,2
ptt,t2,臺灣,作為,2
ptt,t2,臺灣,保潛,2
ptt,t2,臺灣,侵犯,2
ptt,t2,中國,許,2
ptt,t2,中國,阻止,2
ptt,t2,中國,極權,2
ptt,t2,臺灣,跑到,2
ptt,t2,中國,拿,2
ptt,t2,臺灣,從,2
ptt,t2,中國,使用,2
ptt,t2,美國,叫,2
ptt,t2,美國,為,2
ptt,t2,臺灣,開始,2
ptt,t2,美國,來,2
ptt,t2,中國,怕,2
ptt,t2,臺灣,問,2
ptt,t2,臺灣,多,2
ptt,t2,臺灣,活絡,2
ptt,t2,臺灣,選擇,2
ptt,t2,臺灣,打壓,2
ptt,t2,臺灣,留,2
ptt,t2,中國,表述,2
ptt,t2,中國,靠,1
ptt,t2,美國,新增,1
ptt,t2,中國,拒絕,1
ptt,t2,臺灣,威脅,1
ptt,t2,臺灣,模轟,1
ptt,t2,臺灣,空降,1
ptt,t2,臺灣,遭遇,1
ptt,t2,美國,攻,1
ptt,t2,美國,介入,1
ptt,t2,臺灣,影響,1
ptt,t2,美國,如題,1
ptt,t2,美國,翻天可是,1
ptt,t2,中國,爆炸,1
ptt,t2,臺灣,製造,1
ptt,t2,中國,封建,1
ptt,t2,美國,怕,1
ptt,t2,美國,搭上,1
ptt,t2,美國,沒,1
ptt,t2,臺灣,嗎美,1
ptt,t2,臺灣,過除,1
ptt,t2,臺灣,調查,1
ptt,t2,中國,想,1
ptt,t2,中國,於臺,1
ptt,t2,中國,防禦,1
ptt,t2,中國,數字,1
ptt,t2,臺灣,改成,1
ptt,t2,中國,來幫,1
ptt,t2,臺灣,國事,1
ptt,t2,臺灣,組合,1
ptt,t2,中國,模仿,1
ptt,t2,臺灣,創,1
ptt,t2,臺灣,類似,1
ptt,t2,臺灣,延遲,1
ptt,t2,臺灣,來幫,1
ptt,t2,中國,致使,1
ptt,t2,美國,觸怒,1
ptt,t2,臺灣,做成,1
ptt,t2,中國,考,1
ptt,t2,中國,滿,1
ptt,t2,臺灣,抗疫,1
ptt,t2,美國,檢視,1
ptt,t2,臺灣,花,1
ptt,t2,中國,寶據,1
ptt,t2,美國,起來,1
ptt,t2,中國,對,1
ptt,t2,美國,好,1
ptt,t2,臺灣,宣稱,1
ptt,t2,臺灣,拖,1
ptt,t2,臺灣,失去,1
ptt,t2,臺灣,拼錯,1
ptt,t2,臺灣,流傳,1
ptt,t2,中國,打敗,1
ptt,t2,臺灣,們亞,1
ptt,t2,中國,輸給,1
ptt,t2,臺灣,個,1
ptt,t2,臺灣,發聲,1
ptt,t2,臺灣,抱著,1
ptt,t2,中國,避開,1
ptt,t2,中國,去,1
ptt,t2,臺灣,移來,1
ptt,t2,中國,時,1
ptt,t2,中國,推倒,1
ptt,t2,臺灣,待在,1
ptt,t2,中國,類似,1
ptt,t2,美國,剩,1
ptt,t2,中國,摧毀,1
ptt,t2,中國,88,1
ptt,t2,臺灣,導致,1
ptt,t2,臺灣,爆表,1
ptt,t2,中國,碰到,1
ptt,t2,美國,碰到,1
ptt,t2,臺灣,依據,1
ptt,t2,臺灣,洋來,1
ptt,t2,臺灣,找到,1
ptt,t2,中國,放過,1
ptt,t2,臺灣,收回,1
ptt,t2,美國,國為,1
ptt,t2,臺灣,瞄向,1
ptt,t2,中國,後來,1
ptt,t2,美國,經為,1
ptt,t2,臺灣,個點,1
ptt,t2,中國,期間,1
ptt,t2,臺灣,員來,1
ptt,t2,臺灣,喊臺,1
ptt,t2,中國,粹幹,1
ptt,t2,臺灣,搬回,1
ptt,t2,臺灣,調整,1
ptt,t2,臺灣,取消,1
ptt,t2,中國,落實,1
ptt,t2,臺灣,游說,1
ptt,t2,中國,擺脫,1
ptt,t2,臺灣,對勁,1
ptt,t2,美國,像,1
ptt,t2,美國,翻天,1
ptt,t2,臺灣,貞昌,1
ptt,t2,臺灣,灣來,1
ptt,t2,臺灣,拖垮,1
ptt,t2,中國,評論,1
ptt,t2,美國,呼籲,1
ptt,t2,中國,藥,1
ptt,t2,臺灣,夠讓,1
ptt,t2,美國,搬,1
ptt,t2,臺灣,上升,1
ptt,t2,中國,選,1
ptt,t2,中國,偷,1
ptt,t2,臺灣,拖延,1
ptt,t2,臺灣,綠衛,1
ptt,t2,中國,提到,1
ptt,t2,中國,扯到,1
