word,src,timestep,PC1,PC2
項,weibo,8,-0.6427103,-0.29926088
熟悉,weibo,8,0.14343143,0.020503748
這位,weibo,8,0.12613691,-0.05785396
嗚,weibo,8,0.58978003,-0.17777592
初期,weibo,8,-0.4382678,0.06606571
當中,weibo,8,-0.2635963,0.11172305
青年,weibo,8,-0.32988253,-0.27308446
草,weibo,8,0.0693199,-0.09387945
丟,weibo,8,0.37369123,-0.13987383
大事,weibo,8,-0.031714536,0.039440636
來到,weibo,8,0.03841934,-0.10982832
共識,weibo,8,-0.19494286,0.28198713
精彩,weibo,8,-0.0051768534,-0.1735396
一層,weibo,8,0.078684516,0.0813507
頻繁,weibo,8,-0.35802966,0.034683913
傍晚,weibo,8,0.3152464,-0.041034393
當日,weibo,8,-0.09804595,-0.37186807
先後,weibo,8,-0.32099277,-0.11689775
即可,weibo,8,-0.044857796,-0.4642171
爆,weibo,8,-0.27010295,-0.22903147
願,weibo,8,0.16249546,-0.044066668
多個,weibo,8,-0.34729218,-0.17558348
收,weibo,8,0.08463527,-0.020348065
越南,weibo,8,-0.34505987,-0.24289338
金門,weibo,8,-0.25693488,-0.094962716
牛,weibo,8,0.055246636,-0.1861974
多數,weibo,8,-0.019641453,0.20988253
一段,weibo,8,0.17078987,-0.10384791
搭配,weibo,8,0.18932748,-0.27102518
五年,weibo,8,-0.23704258,-0.014199409
按照,weibo,8,-0.37541327,-0.09905777
部隊,weibo,8,-0.3820391,-0.015282226
名嘴,weibo,8,-0.25828102,-0.0871726
沒錯,weibo,8,0.38772672,0.08343714
同學,weibo,8,0.21514276,-0.27570483
身上,weibo,8,0.28785232,0.12982431
封鎖,weibo,8,-0.40345177,0.11651502
嘴,weibo,8,0.45410743,-0.041921932
使得,weibo,8,-0.18191174,0.20987935
永遠,weibo,8,0.24124274,0.032696888
團,weibo,8,-0.11067685,-0.20735888
至於,weibo,8,0.1272354,0.3146535
幹嘛,weibo,8,0.4443802,-0.01193902
分析,weibo,8,-0.32512498,0.018441016
當時,weibo,8,0.12032161,-0.15531668
能力,weibo,8,-0.2739319,0.08223467
症狀,weibo,8,-0.27843028,-0.097837
定居,weibo,8,0.17064919,0.020074276
病例,weibo,8,-0.18883467,-0.31421396
一眼,weibo,8,0.45584646,0.014722834
可憐,weibo,8,0.40133908,0.070870556
串,weibo,8,0.2783835,-0.0852893
製造,weibo,8,-0.3752798,0.08945426
剩下,weibo,8,0.25179747,0.06984164
帶,weibo,8,0.22455144,-0.36265332
演唱會,weibo,8,0.24164654,-0.50978786
全力,weibo,8,-0.49422467,0.10423913
對抗,weibo,8,-0.33471662,0.2653466
海洋,weibo,8,-0.42214018,0.04258991
居民,weibo,8,-0.4657362,-0.13766235
釋放,weibo,8,-0.334273,0.17868716
解放軍,weibo,8,-0.30754742,-0.19758123
事情,weibo,8,0.27399698,0.15881008
蠻,weibo,8,0.5051612,-0.21997729
以外,weibo,8,0.0077890903,0.05145083
消費者,weibo,8,-0.33838007,-0.07724572
或許,weibo,8,0.24105358,0.16965297
自然,weibo,8,0.074639656,-0.14335169
派,weibo,8,-0.066432275,-0.045231298
夏天,weibo,8,0.3496389,-0.22707935
那些,weibo,8,0.12695727,-0.14225695
作,weibo,8,-0.081785545,0.1788749
顧問,weibo,8,-0.46497405,-0.29097256
可見,weibo,8,-0.049506847,0.20978092
炒,weibo,8,0.40608245,-0.35431322
會議,weibo,8,-0.26088175,0.038453195
便,weibo,8,-0.13381109,-0.22161639
相,weibo,8,-0.2886263,0.06743831
今晚,weibo,8,0.3146353,-0.5313988
踩,weibo,8,0.39894447,-0.23109774
阿,weibo,8,0.280217,-0.25646105
害怕,weibo,8,0.09024302,0.25195444
除了,weibo,8,0.11212847,-0.1849991
我們,weibo,8,0.17227875,0.017230289
進來,weibo,8,0.43737116,0.011407502
擅長,weibo,8,0.03213248,0.027393635
詳細,weibo,8,-0.026625177,-0.23411459
特別,weibo,8,0.2997898,-0.261509
管,weibo,8,0.10719096,0.039353363
適合,weibo,8,0.36275485,-0.21426561
招,weibo,8,0.08052806,-0.44520506
旗下,weibo,8,-0.63544,-0.37059605
年前,weibo,8,-0.14167751,-0.21218105
世界,weibo,8,-0.17359655,-0.03667354
背後,weibo,8,-0.073463544,0.042082552
沒,weibo,8,0.32285294,-0.113622755
相互,weibo,8,-0.10094491,0.26991045
馬上,weibo,8,0.38187543,-0.014051824
請,weibo,8,0.11938414,-0.21813874
回頭,weibo,8,0.30852848,0.064852096
也,weibo,8,0.09021694,-0.060476147
到場,weibo,8,-0.012632877,0.12992318
做好,weibo,8,0.058200978,0.052739765
武統,weibo,8,-0.09976927,0.046582118
並且,weibo,8,-0.12187323,0.08664296
慢慢,weibo,8,0.071519114,-0.092488915
青,weibo,8,0.3678822,-0.16129214
瘋狂,weibo,8,0.22159399,0.05420183
大型,weibo,8,-0.41977677,-0.27419037
認真,weibo,8,0.41512862,0.028009206
宣稱,weibo,8,-0.4044154,0.036487114
確保,weibo,8,-0.4797686,0.12280845
屬於,weibo,8,-0.09225332,-0.051552672
笑話,weibo,8,0.35268715,-0.27718836
指定,weibo,8,-0.6405294,-0.10549026
禁止,weibo,8,-0.48955938,-0.11733963
演出,weibo,8,0.16538727,-0.3672558
來看,weibo,8,0.13444577,-0.04236229
莫名其妙,weibo,8,0.41069448,0.018918851
檢測,weibo,8,-0.32897407,-0.22220536
建築,weibo,8,-0.3839218,-0.1693448
欲,weibo,8,-0.21705428,-0.24444914
採訪,weibo,8,-0.32064256,-0.09572328
重症,weibo,8,-0.12661614,-0.23630928
我家,weibo,8,0.41870528,-0.048823982
互相,weibo,8,0.13908301,0.15437466
聯合,weibo,8,-0.6411887,-0.27313125
震驚,weibo,8,0.126541,0.1055248
