word,src,timestep,PC1,PC2
放,weibo,8,0.3771773,-0.12011585
一家,weibo,8,0.0733268,-0.27910042
電,weibo,8,-0.5556418,-0.006574193
有時候,weibo,8,0.47659093,0.072286785
必要,weibo,8,0.07023482,0.25645176
有何,weibo,8,-0.085692465,0.19063036
教,weibo,8,0.38021588,-0.024478147
相當,weibo,8,0.18703046,0.099599026
顆,weibo,8,-0.1695545,-0.47139913
其次,weibo,8,-0.13729668,0.21555127
令人,weibo,8,0.23605733,-0.09540883
像是,weibo,8,0.3635802,0.04002639
警告,weibo,8,-0.2796698,0.050752744
狀況,weibo,8,-0.101156995,0.2673754
一些,weibo,8,0.13801008,0.1886896
破壞,weibo,8,-0.36543435,0.35496804
宇宙,weibo,8,0.48336136,-0.23544547
至於,weibo,8,0.17446534,0.36746883
不再,weibo,8,-0.1537544,0.17089915
號稱,weibo,8,-0.13067053,0.061600976
ー,weibo,8,-0.2589288,-0.56288356
な,weibo,8,-0.3386495,-0.2930953
笑話,weibo,8,0.33234683,-0.30103156
帶給,weibo,8,0.39416605,0.04162553
百姓,weibo,8,0.19305977,0.30758083
60,weibo,8,-0.19387114,-0.459377
呢,weibo,8,0.35282496,-0.10825345
研究,weibo,8,-0.36644432,0.07169879
呼籲,weibo,8,-0.3137274,0.33439898
自信,weibo,8,-0.02989955,0.11583683
這張,weibo,8,0.33689108,-0.15391435
友好,weibo,8,0.12586911,0.39309788
：,weibo,8,-0.12333756,-0.3614029
對不起,weibo,8,0.45617017,-0.11460659
美女,weibo,8,0.1606164,-0.4541124
獨特,weibo,8,0.10475974,-0.14144853
2010,weibo,8,-0.38120458,-0.3289053
預期,weibo,8,-0.16371363,0.08035603
多次,weibo,8,-0.11670674,0.13373235
攝影,weibo,8,-0.048800655,-0.43955043
做出,weibo,8,-0.063966796,0.26609775
從此,weibo,8,-0.03182164,-0.015058254
恐,weibo,8,-0.36751792,0.2605357
愛國,weibo,8,0.025291216,0.13731724
提醒,weibo,8,-0.055600062,-0.06428285
舒服,weibo,8,0.54287034,-0.111390896
去過,weibo,8,0.37288734,-0.08030087
存在,weibo,8,0.023973634,0.32364842
看來,weibo,8,0.21404,0.21358475
一塊,weibo,8,0.12654325,-0.16624679
剩,weibo,8,0.16436335,0.02771629
新鮮,weibo,8,0.28463855,-0.24055074
得知,weibo,8,-0.0481968,-0.11591016
嗚嗚,weibo,8,0.5565768,-0.26437458
緊張,weibo,8,-0.14955404,0.22639765
一邊,weibo,8,0.37843984,-0.08613366
建議,weibo,8,-0.0971056,0.030477377
叫做,weibo,8,0.3245379,-0.060815483
很少,weibo,8,0.34673527,-0.006052415
明白,weibo,8,0.37253532,0.23021677
限制,weibo,8,-0.29863676,0.23619671
陳,weibo,8,-0.0011413883,-0.39002615
PS,weibo,8,-0.021086624,-0.12175067
天堂,weibo,8,0.0070828926,-0.026541706
支援,weibo,8,-0.16619936,0.18514395
35,weibo,8,-0.36346948,-0.37601176
寄,weibo,8,0.35023078,-0.13688059
應,weibo,8,-0.3503055,0.19768038
大事,weibo,8,-0.012846177,0.06597913
噴,weibo,8,0.4197376,0.04071094
內政,weibo,8,-0.31739816,0.22614193
人會,weibo,8,0.35581386,0.21839917
K,weibo,8,0.17828308,-0.3911834
釋放,weibo,8,-0.3000811,0.2436282
父親,weibo,8,0.096102156,-0.17796852
利益,weibo,8,-0.18641038,0.2562303
看到,weibo,8,0.3098775,-0.16747403
