node,collo,collo_pos,association,count,src,timestep
中國,中國,right,0.2854223046763398,11,weibo,2
中國,臺灣,right,-17.824248778917216,11,weibo,2
日本,是,left,18.1068361116755,12,weibo,2
日本,在,left,18.1068361116755,12,weibo,2
日本,將,right,74.10137727984811,16,weibo,2
日本,人,right,36.979811491410885,11,weibo,2
日本,和,right,36.94093828179797,14,weibo,2
日本,的,right,-0.04706251314591037,12,weibo,2
美國,購買,left,1719.4716025389116,168,weibo,2
美國,反對,left,536.314616053822,92,weibo,2
美國,拒之門外,left,276.01581108310614,28,weibo,2
美國,某些,left,260.2158124006314,30,weibo,2
美國,保持一致,left,257.15242607943173,24,weibo,2
美國,搞清楚,left,200.851226441669,20,weibo,2
美國,正告,left,192.64706688849412,20,weibo,2
美國,日,left,150.9975656188564,53,weibo,2
美國,其實,left,128.87194811376898,24,weibo,2
美國,銳評,left,121.31572893369939,18,weibo,2
美國,首次,left,118.75782767872535,16,weibo,2
美國,一些,left,111.16562027835941,26,weibo,2
美國,新聞聯播,left,86.21152601972372,14,weibo,2
美國,這是,left,63.744191801330786,14,weibo,2
美國,沒有,left,63.04965770379924,28,weibo,2
美國,提案,left,35.71723938726681,12,weibo,2
美國,億美元,left,25.40936710705022,12,weibo,2
美國,和,left,5.329388723525394,17,weibo,2
美國,在,left,3.5552199327563194,24,weibo,2
美國,是,left,2.069330785503828,22,weibo,2
美國,軍火,right,1809.7530185948601,168,weibo,2
美國,政客,right,1640.9169707449048,190,weibo,2
美國,國務卿,right,911.6169496480036,92,weibo,2
美國,向,right,522.8702900626563,92,weibo,2
美國,一些,right,335.4092676057691,57,weibo,2
美國,引爆,right,150.61765433395414,16,weibo,2
美國,國防,right,120.87164063722082,12,weibo,2
美國,批准,right,85.80404443076623,21,weibo,2
美國,海軍,right,85.56721984368966,14,weibo,2
美國,售臺,right,74.03178106636878,13,weibo,2
美國,制裁,right,69.84888431703689,11,weibo,2
美國,疫情,right,48.15799757088023,18,weibo,2
美國,人民,right,38.47966296818018,10,weibo,2
美國,人,right,38.190480044318235,24,weibo,2
美國,對,right,26.081315501540228,15,weibo,2
美國,想,right,24.82270439613747,14,weibo,2
美國,國家,right,17.535417657529162,11,weibo,2
美國,不,right,2.4513539267381557,10,weibo,2
美國,的,right,-0.9133843975647729,68,weibo,2
香港,臺灣,left,92.07070619794047,52,weibo,2
香港,對,left,38.67304082509844,12,weibo,2
香港,把,left,35.811430304404766,10,weibo,2
香港,在,left,27.89907058636139,22,weibo,2
香港,和,left,9.120916231097825,10,weibo,2
香港,的,left,-1.5805236591225444,20,weibo,2
香港,澳門,right,97.17042206515661,12,weibo,2
香港,等,right,85.15434981636606,21,weibo,2
香港,問題,right,69.85856606956017,18,weibo,2
香港,和,right,45.14670770510746,22,weibo,2
香港,人,right,37.401492774572915,15,weibo,2
香港,臺灣,right,32.00730270984649,32,weibo,2
香港,都,right,11.842126228357827,10,weibo,2
香港,的,right,5.751063314041719,41,weibo,2
香港,是,right,2.2546537246157863,10,weibo,2
臺灣,在,left,714.6276843376133,298,ptt,3
臺灣,對,left,154.93258399422365,69,ptt,3
臺灣,退出,left,100.72511289831493,18,ptt,3
臺灣,天佑,left,95.72524913289382,13,ptt,3
臺灣,是,left,79.60902961923796,136,ptt,3
臺灣,反觀,left,79.09794781311902,13,ptt,3
臺灣,讓,left,78.43183918247205,46,ptt,3
臺灣,訪問,left,77.42164368618874,13,ptt,3
臺灣,中華民國,left,70.04940751382901,18,ptt,3
臺灣,認為,left,66.99854215093512,28,ptt,3
臺灣,國立,left,60.14285189672624,11,ptt,3
臺灣,現在,left,58.80119072923368,38,ptt,3
臺灣,說,left,46.15908795115054,53,ptt,3
臺灣,成為,left,45.53962341546876,14,ptt,3
臺灣,跟,left,44.38422381243949,43,ptt,3
臺灣,覺得,left,42.54076591923709,28,ptt,3
臺灣,為,left,34.760670798181096,44,ptt,3
臺灣,代表,left,33.49910552880765,14,ptt,3
臺灣,把,left,33.131992857009145,24,ptt,3
臺灣,而,left,33.02857252385322,24,ptt,3
臺灣,人,right,926.9670594011332,280,ptt,3
臺灣,價值,right,508.73471843315224,78,ptt,3
臺灣,基進,right,429.01077202661844,54,ptt,3
臺灣,民主,right,260.0393541316735,55,ptt,3
臺灣,的,right,178.1709262106973,363,ptt,3
臺灣,社會,right,169.11390872730706,44,ptt,3
臺灣,人民,right,119.36134374096751,33,ptt,3
臺灣,高等法院,right,116.04682218652425,14,ptt,3
臺灣,獨立,right,96.4020203001604,19,ptt,3
臺灣,防疫,right,95.96041002258313,28,ptt,3
臺灣,天佑,right,95.38230540833759,13,ptt,3
臺灣,政壇,right,85.33210342938419,13,ptt,3
臺灣,政府,right,76.27215843609397,35,ptt,3
臺灣,大學,right,67.46874904584507,19,ptt,3
臺灣,經濟,right,64.41437958234728,20,ptt,3
臺灣,最,right,56.96881540647548,27,ptt,3
臺灣,主權,right,45.05946677803951,12,ptt,3
臺灣,市場,right,43.70040848986295,16,ptt,3
臺灣,政治,right,43.439423303725796,25,ptt,3
臺灣,地區,right,41.66752309246109,12,ptt,3
中國,在,left,134.60195989792214,83,ptt,3
中國,對,left,129.32506773725197,44,ptt,3
中國,抵制,left,107.0997839945894,12,ptt,3
中國,與,left,103.48639505502446,39,ptt,3
中國,跟,left,103.04657599616223,43,ptt,3
中國,是,left,60.94198921684551,72,ptt,3
中國,一個,left,39.01886705386122,22,ptt,3
中國,和,left,37.24832655340756,21,ptt,3
中國,像,left,25.69072078760678,10,ptt,3
中國,新,left,25.37921390338689,10,ptt,3
中國,因為,left,18.437037972430716,13,ptt,3
中國,去,left,18.432296570822043,15,ptt,3
中國,被,left,11.302425867124818,17,ptt,3
中國,說,left,10.224837148490177,18,ptt,3
中國,就是,left,9.600243918438302,13,ptt,3
中國,為,left,7.5520028594447055,15,ptt,3
中國,到,left,5.426663257412976,11,ptt,3
中國,但,left,3.834122157908819,11,ptt,3
中國,了,left,3.761646026615793,24,ptt,3
中國,有,left,0.03200947939968257,15,ptt,3
中國,人,right,529.2733066441057,145,ptt,3
中國,大陸,right,363.22214207835066,52,ptt,3
中國,華映,right,144.40932900609175,16,ptt,3
中國,船員,right,91.53535525012995,10,ptt,3
中國,官方,right,75.84149370785136,12,ptt,3
中國,的,right,40.446146549083196,131,ptt,3
中國,經濟,right,34.801245521878315,10,ptt,3
中國,市場,right,34.083686124372846,10,ptt,3
中國,與,right,9.073652729233581,12,ptt,3
中國,對,right,7.585410026291848,11,ptt,3
中國,有,right,0.1748842346274433,16,ptt,3
中國,是,right,-0.6437630263295553,21,ptt,3
中國,也,right,-0.6498102497518534,11,ptt,3
中國,在,right,-2.4802546288189884,11,ptt,3
日本,去,left,85.25863873262269,25,ptt,3
日本,在,left,66.11591843726495,40,ptt,3
日本,和,left,46.04317759344924,17,ptt,3
日本,跟,left,31.620791290997833,16,ptt,3
日本,美國,left,29.400620826934407,11,ptt,3
日本,對,left,23.47203070088859,12,ptt,3
日本,被,left,17.377620003249376,13,ptt,3
日本,與,left,15.973988968611211,10,ptt,3
日本,的,left,8.884415434080545,52,ptt,3
日本,是,left,4.999745823629411,20,ptt,3
日本,了,left,1.5060421409413935,11,ptt,3
日本,人,right,530.4378344516671,114,ptt,3
日本,的,right,11.945112262067553,56,ptt,3
日本,也,right,2.4560832348953436,11,ptt,3
美國,在,left,151.95754808404428,71,ptt,3
美國,亞裔,left,96.60296919679092,10,ptt,3
美國,與,left,33.94682782292376,17,ptt,3
美國,跟,left,33.795099432708824,19,ptt,3
美國,對,left,17.782113482277147,12,ptt,3
美國,被,left,16.753824128644048,15,ptt,3
美國,是,left,16.558993052069482,34,ptt,3
美國,去,left,13.105648017492278,10,ptt,3
美國,的,left,-0.906640524098485,39,ptt,3
美國,總統,right,222.39408543227938,39,ptt,3
美國,爸爸,right,212.50066356802444,25,ptt,3
美國,人,right,142.49982055287012,54,ptt,3
美國,人民,right,43.68553010796748,11,ptt,3
美國,日本,right,29.400620826934407,11,ptt,3
美國,的,right,27.440185577541882,84,ptt,3
美國,與,right,26.65338642428095,15,ptt,3
美國,對,right,11.927880488191056,10,ptt,3
美國,也,right,0.5486807003032936,11,ptt,3
美國,在,right,0.45722484107864503,13,ptt,3
美國,有,right,0.3941853121079264,11,ptt,3
美國,是,right,-0.18175785207769213,14,ptt,3
香港,日,left,209.31832740379616,39,ptt,3
香港,撐,left,128.2205751300179,12,ptt,3
香港,對,left,58.7721938459829,18,ptt,3
香港,和,left,23.379905267920012,10,ptt,3
香港,在,left,14.44791566955929,17,ptt,3
香港,了,left,3.2088320736079687,10,ptt,3
香港,的,left,2.2588493818665114,32,ptt,3
香港,支,right,352.8182121654619,32,ptt,3
香港,人,right,309.9307538296783,71,ptt,3
香港,手足,right,233.54885289663446,19,ptt,3
香港,反送,right,164.20827027081512,16,ptt,3
香港,的,right,14.376369882585337,45,ptt,3
臺灣,在,left,2098.1104670092827,901,weibo,6
臺灣,去,left,1050.3431301711835,332,weibo,6
臺灣,訪問,left,762.9319442692139,138,weibo,6
臺灣,歌迷會,left,753.7672616409965,94,weibo,6
臺灣,解放,left,680.2029114423856,100,weibo,6
臺灣,據,left,448.27026421275764,116,weibo,6
臺灣,收復,left,412.45398288369654,56,weibo,6
臺灣,來自,left,398.0488578804616,98,weibo,6
臺灣,分在,left,378.51739211581065,58,weibo,6
臺灣,統一,left,366.7516272293235,97,weibo,6
臺灣,就讀於,left,294.92897643502164,37,weibo,6
臺灣,武統,left,268.5958722990465,49,weibo,6
臺灣,對,left,241.6263339989699,131,weibo,6
臺灣,生於,left,241.60523812564708,48,weibo,6
臺灣,日報,left,240.3552509067376,35,weibo,6
臺灣,把,left,209.47435852801945,96,weibo,6
臺灣,敗退,left,205.47773807526215,25,weibo,6
臺灣,場,left,202.06637338866744,35,weibo,6
臺灣,寶島,left,182.5322928101918,38,weibo,6
臺灣,飛往,left,170.75980695217044,24,weibo,6
臺灣,腔,right,2929.1082288012444,381,weibo,6
臺灣,花蓮,right,1030.2213769699938,161,weibo,6
臺灣,問題,right,918.0069791251717,229,weibo,6
臺灣,花蓮縣,right,841.2672547999216,109,weibo,6
臺灣,分會,right,692.4158448899418,100,weibo,6
臺灣,樂隊,right,629.2819115717616,154,weibo,6
臺灣,偶像劇,right,505.6845054635587,88,weibo,6
臺灣,傻事,right,433.609112827734,54,weibo,6
臺灣,出售,right,369.9977941617184,66,weibo,6
臺灣,牌,right,367.8132362455542,64,weibo,6
臺灣,金曲獎,right,318.7527009988919,49,weibo,6
臺灣,名嘴,right,313.6427058283894,50,weibo,6
臺灣,東森,right,309.3115390892304,47,weibo,6
臺灣,媒體報道,right,308.9188559414981,44,weibo,6
臺灣,臺中市,right,277.9949959470104,39,weibo,6
臺灣,東南,right,268.30603144073297,56,weibo,6
臺灣,遠見,right,265.5038890102341,35,weibo,6
臺灣,中央社,right,263.16210535176214,36,weibo,6
臺灣,教書,right,247.53304258345048,34,weibo,6
臺灣,旅遊,right,237.6104301216367,59,weibo,6
中國,接近,left,2555.6166683487586,318,weibo,6
中國,一個,left,1278.2042914856418,288,weibo,6
中國,一段,left,1180.2577761572682,141,weibo,6
中國,海域,left,1058.8046553604631,163,weibo,6
中國,是,left,950.1097463102301,393,weibo,6
中國,企業,left,291.7176504896014,58,weibo,6
中國,穩居,left,207.85425105277653,24,weibo,6
中國,茶界,left,183.8647941176392,19,weibo,6
中國,對,left,146.96356580548945,62,weibo,6
中國,千米,left,139.70520353140023,21,weibo,6
中國,地震,left,133.4480799344767,36,weibo,6
中國,今年,left,131.97056663213624,40,weibo,6
中國,在,left,131.40873844986606,138,weibo,6
中國,近代史,left,119.17791778918811,23,weibo,6
中國,對於,left,113.88718166105548,28,weibo,6
中國,事關,left,112.97149201861689,12,weibo,6
中國,分裂,left,108.46597439193087,19,weibo,6
中國,分割線,left,103.68855468202696,10,weibo,6
中國,回首,left,102.92024916773548,11,weibo,6
中國,屬於,left,97.35912199972391,20,weibo,6
中國,海軍,right,4821.642495148602,488,weibo,6
中國,領空,right,2715.8382163850383,326,weibo,6
中國,原則,right,2298.914113128527,237,weibo,6
中國,大陸,right,1261.5788991203237,238,weibo,6
中國,內政,right,757.1496981268356,79,weibo,6
中國,近代史,right,630.949052507905,77,weibo,6
中國,共有,right,410.70476346330213,48,weibo,6
中國,地震,right,391.1887012481224,75,weibo,6
中國,人,right,345.8117377102734,139,weibo,6
中國,公告牌,right,248.65979269625947,24,weibo,6
中國,企業,right,234.63770175318663,50,weibo,6
中國,歷史,right,196.30631456251015,51,weibo,6
中國,評論,right,187.43692318876526,35,weibo,6
中國,騎友網,right,186.4679719685613,18,weibo,6
中國,主權,right,186.280302061753,28,weibo,6
中國,藝人,right,178.71304395063385,35,weibo,6
中國,人民,right,171.14244264690333,34,weibo,6
中國,地震臺,right,165.7413499657173,16,weibo,6
中國,生態,right,144.85113819284678,17,weibo,6
中國,市場,right,133.68622674981782,28,weibo,6
日本,是,left,130.17331081799097,63,weibo,6
日本,竄訪,left,128.45830654636583,11,weibo,6
日本,勾結,left,128.45830654636583,11,weibo,6
日本,某些,left,84.76349727012158,10,weibo,6
日本,自,left,63.506311352885355,10,weibo,6
日本,去,left,47.977064060499764,18,weibo,6
日本,就是,left,22.2532498371534,10,weibo,6
日本,被,left,20.981766817259285,10,weibo,6
日本,到,left,18.529240543969703,11,weibo,6
日本,在,left,17.390255651385903,23,weibo,6
日本,了,left,13.54495537349246,27,weibo,6
日本,一個,left,12.609698226243042,10,weibo,6
日本,和,left,12.437466297201198,14,weibo,6
日本,有,left,5.106913751804788,10,weibo,6
日本,臺灣,left,1.7644216869705325,19,weibo,6
日本,的,left,1.1945932811049786,47,weibo,6
日本,人,right,391.1842169084862,84,weibo,6
日本,動漫,right,115.69424718571142,12,weibo,6
日本,殖民,right,106.66321654285596,12,weibo,6
日本,破壞,right,95.16901319843859,11,weibo,6
日本,入境,right,88.36609943649219,10,weibo,6
日本,領土,right,86.95365659661795,10,weibo,6
日本,出席,right,85.62392508631342,11,weibo,6
日本,學者,right,80.43599540087233,10,weibo,6
日本,韓國,right,56.013302618892325,10,weibo,6
日本,與,right,25.68634600673094,13,weibo,6
日本,爲,right,22.404436692310536,11,weibo,6
日本,和,right,10.004241954599514,13,weibo,6
日本,的,right,2.8562804847703305,52,weibo,6
日本,臺灣,right,1.2721793513979325,17,weibo,6
日本,在,right,0.6945724469039103,11,weibo,6
美國,驅離,left,1366.0985922657567,143,weibo,6
美國,撤銷,left,485.04063591327207,48,weibo,6
美國,針對,left,462.0078036277537,56,weibo,6
美國,超過,left,412.6811223838275,61,weibo,6
美國,曾任,left,356.3691558326499,36,weibo,6
美國,報道,left,317.93819510309896,58,weibo,6
美國,同,left,316.21669388399056,52,weibo,6
美國,留在,left,313.90554647166533,36,weibo,6
美國,表示,left,307.03368999400567,64,weibo,6
美國,首超,left,294.81997953398525,28,weibo,6
美國,到,left,216.3796614120557,77,weibo,6
美國,總編輯,left,194.86720456148504,36,weibo,6
美國,訪臺,left,177.05478711650744,36,weibo,6
美國,迴應,left,176.27572462982886,34,weibo,6
美國,經銷,left,168.5843400226413,20,weibo,6
美國,從,left,167.0984243342888,50,weibo,6
美國,來,left,105.13985810768004,40,weibo,6
美國,超越,left,88.73243118947133,17,weibo,6
美國,稱,left,85.51993649912521,22,weibo,6
美國,關閉,left,66.89452120979038,10,weibo,6
美國,軍機,right,3126.837861017581,296,weibo,6
美國,衛生,right,2083.987026421652,242,weibo,6
美國,衛生部長,right,796.6761179013722,110,weibo,6
美國,在臺協會,right,685.1596743082661,64,weibo,6
美國,國防部長,right,435.91774843252307,52,weibo,6
美國,世界日報,right,395.1326637537566,36,weibo,6
美國,洛杉磯,right,395.1326637537566,36,weibo,6
美國,留學,right,356.64640003005564,38,weibo,6
美國,寄來,right,339.3905684265476,34,weibo,6
美國,家,right,311.07164499823875,60,weibo,6
美國,駐,right,278.3698657910271,32,weibo,6
美國,上班,right,258.1606990099723,34,weibo,6
美國,同,right,248.0473040141416,44,weibo,6
美國,內閣,right,193.3676596919968,22,weibo,6
美國,計劃,right,163.14265315991267,30,weibo,6
美國,認輸,right,109.6710820898264,10,weibo,6
美國,跟,right,107.66286477210858,34,weibo,6
美國,總統,right,105.26972740112103,21,weibo,6
美國,官員,right,101.21296446479491,16,weibo,6
美國,國務卿,right,98.87428207655773,10,weibo,6
香港,含,left,562.7935404911145,53,weibo,6
香港,聯合早報,left,437.29833914625686,35,weibo,6
香港,週刊,left,369.1432174645717,35,weibo,6
香港,雜誌,left,352.2550053834799,35,weibo,6
香港,鄧紫棋,left,301.6722217671563,35,weibo,6
香港,升至,left,131.0125089885456,12,weibo,6
香港,深圳,left,124.77358333969215,14,weibo,6
香港,違反,left,100.5001224929398,12,weibo,6
香港,守護,left,93.26084735553958,10,weibo,6
香港,臺灣,left,44.41508649690013,48,weibo,6
香港,和,left,36.259178038623936,24,weibo,6
香港,在,left,33.41849986818002,32,weibo,6
香港,是,left,8.128031934654143,22,weibo,6
香港,了,left,0.3419429329603014,16,weibo,6
香港,的,left,-26.260726328718043,16,weibo,6
香港,經濟日報,right,469.62337552409235,35,weibo,6
香港,紅館,right,436.63363018871996,37,weibo,6
香港,鳳凰,right,338.59244488614087,35,weibo,6
香港,公司,right,323.18684036249226,50,weibo,6
香港,中通社,right,294.8619448283657,22,weibo,6
香港,澳門,right,177.0534374907919,20,weibo,6
香港,國安法,right,154.93454825734142,14,weibo,6
香港,臺灣,right,133.21446450723994,76,weibo,6
香港,本輪,right,119.85317618627138,10,weibo,6
香港,警察,right,89.55956837230936,10,weibo,6
香港,中國,right,77.90114265359554,35,weibo,6
香港,新,right,73.41909464887317,15,weibo,6
香港,人,right,48.69504438313019,24,weibo,6
香港,和,right,41.698751086482105,26,weibo,6
香港,有,right,17.148039736828423,17,weibo,6
香港,的,right,0.04161326372554841,48,weibo,6
臺灣,花木蘭,left,2115.1988048062017,360,weibo,1
臺灣,遇到,left,1466.0133525203555,230,weibo,1
臺灣,在,left,841.0912580496502,435,weibo,1
臺灣,去,left,472.12417977566696,176,weibo,1
臺灣,收復,left,463.448805293919,69,weibo,1
臺灣,解放,left,438.34099606498626,68,weibo,1
臺灣,統一,left,310.3100181300572,74,weibo,1
臺灣,邱毅,left,296.2219801082332,45,weibo,1
臺灣,支持,left,192.49262852323585,53,weibo,1
臺灣,路,left,186.65716552181766,41,weibo,1
臺灣,震動,left,174.68568097947875,22,weibo,1
臺灣,向,left,142.1094208797281,48,weibo,1
臺灣,今日,left,137.82927878697308,37,weibo,1
臺灣,來自,left,130.10432462968333,43,weibo,1
臺灣,武統,left,129.2776850813501,33,weibo,1
臺灣,欣賞,left,121.57674932169284,25,weibo,1
臺灣,解決,left,120.09610305744891,30,weibo,1
臺灣,打,left,112.4744940891083,39,weibo,1
臺灣,話,left,105.9222552078914,54,weibo,1
臺灣,芙蓉,left,101.77387504821192,17,weibo,1
臺灣,腔,right,3979.3162034941106,542,weibo,1
臺灣,定檔,right,2060.163317685891,356,weibo,1
臺灣,傻事,right,442.5888806624243,61,weibo,1
臺灣,問題,right,408.39465274251705,126,weibo,1
臺灣,偶像劇,right,393.24980896749094,66,weibo,1
臺灣,重映,right,301.7838946380478,47,weibo,1
臺灣,火山石,right,292.7953037405988,44,weibo,1
臺灣,早報網,right,263.2340272399118,34,weibo,1
臺灣,邱震海,right,263.2340272399118,34,weibo,1
臺灣,風味,right,260.14032225264384,42,weibo,1
臺灣,出售,right,232.86135963108697,41,weibo,1
臺灣,網友,right,210.59490877295235,49,weibo,1
臺灣,自由,right,192.3687474719945,50,weibo,1
臺灣,牌,right,189.33235812875785,29,weibo,1
臺灣,重返,right,185.32486074461588,28,weibo,1
臺灣,代孕,right,184.64585672434032,47,weibo,1
臺灣,節目,right,152.82155877808611,49,weibo,1
臺灣,參加,right,138.18376943529196,41,weibo,1
臺灣,名嘴,right,134.20080082704607,21,weibo,1
臺灣,娛樂,right,129.24013675437135,29,weibo,1
中國,一個,left,473.5065964208564,108,weibo,1
中國,對,left,233.2871632424406,61,weibo,1
中國,是,left,190.53927789441875,107,weibo,1
中國,感動,left,118.79587229156863,18,weibo,1
中國,標註,left,112.29391712015288,12,weibo,1
中國,在,left,85.50520438726997,65,weibo,1
中國,時代,left,64.28887056299841,13,weibo,1
中國,作爲,left,57.58697769892886,12,weibo,1
中國,向,left,37.898287026794364,12,weibo,1
中國,與,left,31.36903718143423,19,weibo,1
中國,爲,left,22.993917074839718,14,weibo,1
中國,跟,left,21.813764803196964,11,weibo,1
中國,從,left,18.982177371458224,11,weibo,1
中國,說,left,17.005156964365007,17,weibo,1
中國,人,left,3.9847749786431788,12,weibo,1
中國,和,left,2.7816957163740845,14,weibo,1
中國,了,left,-2.5986723905792903,17,weibo,1
中國,的,left,-6.997089148478963,61,weibo,1
中國,原則,right,582.316267639602,62,weibo,1
中國,人,right,451.3481948835763,114,weibo,1
中國,大陸,right,284.18664366211124,64,weibo,1
中國,製造,right,107.99276136607118,18,weibo,1
中國,尊,right,99.5851805578822,10,weibo,1
中國,不可分割,right,85.71608606109379,10,weibo,1
中國,最大,right,69.175497442573,15,weibo,1
中國,人民,right,60.35665676737547,11,weibo,1
中國,該,right,59.9284784877179,14,weibo,1
中國,內地,right,52.88250843399811,15,weibo,1
中國,的,right,48.30608193777064,154,weibo,1
中國,軍事,right,44.47343840605036,11,weibo,1
中國,歷史,right,43.45930738222112,11,weibo,1
中國,應該,right,39.49002555572765,12,weibo,1
中國,統一,right,35.195491776054546,11,weibo,1
中國,美國,right,8.462896418902202,12,weibo,1
中國,有,right,2.2248950131138177,14,weibo,1
中國,就,right,1.4656252521089161,11,weibo,1
中國,和,right,0.1558499842748029,10,weibo,1
中國,在,right,-1.911699312200696,11,weibo,1
日本,在,left,104.15516256426558,37,weibo,1
日本,喜歡,left,41.42940851450278,10,weibo,1
日本,了,left,5.019372094773473,12,weibo,1
日本,是,left,4.30740306050207,10,weibo,1
日本,的,left,-0.49879750874960127,17,weibo,1
日本,韓國,right,91.6850676491515,13,weibo,1
日本,人,right,60.76176226716081,19,weibo,1
日本,和,right,18.71724319700154,11,weibo,1
日本,的,right,0.604229149925084,24,weibo,1
美國,近期,left,112.78868367987235,15,weibo,1
美國,在,left,96.4620824948665,59,weibo,1
美國,一方面,left,95.52289047947461,10,weibo,1
美國,另一方面,left,87.65757911741974,10,weibo,1
美國,反對,left,67.64415496777912,12,weibo,1
美國,從,left,51.245464007965225,17,weibo,1
美國,與,left,48.81709067996185,21,weibo,1
美國,對,left,37.64595186814088,18,weibo,1
美國,和,left,36.80593443488853,27,weibo,1
美國,日,left,33.241825740715846,17,weibo,1
美國,於,left,30.298113200186073,10,weibo,1
美國,說,left,13.511477805061872,13,weibo,1
美國,中國,left,8.462896418902202,12,weibo,1
美國,是,left,6.812876149372681,26,weibo,1
美國,了,left,6.562649440765615,30,weibo,1
美國,臺灣,left,-10.233376362674512,10,weibo,1
美國,的,left,-18.50158023299003,32,weibo,1
美國,對華,right,145.20629893334677,16,weibo,1
美國,派,right,134.53186600800836,16,weibo,1
美國,聊聊,right,124.55429805242332,14,weibo,1
美國,海軍,right,122.53981396582293,16,weibo,1
美國,建廠,right,117.99556507610582,15,weibo,1
美國,遊說,right,115.58578377099158,10,weibo,1
美國,人,right,76.86261632459923,35,weibo,1
美國,又,right,69.735286650629,24,weibo,1
美國,官方,right,57.36758214852072,10,weibo,1
美國,企業,right,51.51384319440605,11,weibo,1
美國,或,right,48.399323609608416,12,weibo,1
美國,認爲,right,46.28420389009541,10,weibo,1
美國,已經,right,27.64665281283319,11,weibo,1
美國,能,right,16.89040880954937,10,weibo,1
美國,對,right,10.798241729861864,10,weibo,1
美國,與,right,10.431514110575739,10,weibo,1
美國,不,right,5.026633880686015,12,weibo,1
美國,和,right,4.503500550187189,13,weibo,1
美國,就,right,3.77831478545016,11,weibo,1
美國,有,right,2.8718898950069303,12,weibo,1
香港,和,left,50.399044303082725,18,weibo,1
香港,在,left,31.008499658856163,18,weibo,1
香港,臺灣,left,29.76212005734036,25,weibo,1
香港,是,left,5.564158185620082,10,weibo,1
香港,的,left,0.9511220867107291,22,weibo,1
香港,人,right,126.97135481190234,30,weibo,1
香港,澳門,right,93.44440526449013,10,weibo,1
香港,臺灣,right,52.756797816098725,32,weibo,1
香港,的,right,1.7939570312823054,25,weibo,1
臺灣,在,left,625.533068030803,277,ptt,6
臺灣,對,left,368.46767488831017,114,ptt,6
臺灣,讓,left,175.52106518044036,70,ptt,6
臺灣,來,left,138.76852417851876,49,ptt,6
臺灣,訪問,left,122.9190268873929,23,ptt,6
臺灣,守護,left,106.85873684449965,14,ptt,6
臺灣,入境,left,106.212025584016,28,ptt,6
臺灣,是,left,85.67344894323705,137,ptt,6
臺灣,留在,left,69.58413662723346,11,ptt,6
臺灣,與,left,62.485804653084585,45,ptt,6
臺灣,綁定,left,53.90617156476948,10,ptt,6
臺灣,說,left,51.30458261776508,52,ptt,6
臺灣,中華民國,left,43.90820862319162,12,ptt,6
臺灣,把,left,41.52464434143621,26,ptt,6
臺灣,支持,left,40.843827596480395,17,ptt,6
臺灣,為,left,40.174097486069954,45,ptt,6
臺灣,希望,left,38.16673151395053,19,ptt,6
臺灣,現在,left,36.37449080492104,30,ptt,6
臺灣,整個,left,35.357528312863934,12,ptt,6
臺灣,到,left,33.97316018066776,35,ptt,6
臺灣,人,right,955.2266239743368,284,ptt,6
臺灣,價值,right,785.0680963659295,111,ptt,6
臺灣,的,right,286.12225957385806,425,ptt,6
臺灣,民主,right,236.70377871373142,52,ptt,6
臺灣,人民,right,128.63625380232057,32,ptt,6
臺灣,南波,right,112.92526895149659,12,ptt,6
臺灣,旅行,right,106.75980362414117,16,ptt,6
臺灣,防疫,right,87.36984549954815,28,ptt,6
臺灣,本土,right,78.49556529385941,19,ptt,6
臺灣,政壇,right,64.34680526911681,11,ptt,6
臺灣,獨立,right,54.30819433218408,12,ptt,6
臺灣,民主化,right,51.236611521796796,10,ptt,6
臺灣,模式,right,49.62229157937744,11,ptt,6
臺灣,政治,right,47.50884068294646,25,ptt,6
臺灣,更好,right,44.41194995060039,10,ptt,6
臺灣,政府,right,43.03502575700324,25,ptt,6
臺灣,經濟,right,42.228076789166536,16,ptt,6
臺灣,勞工,right,41.89495370925284,11,ptt,6
臺灣,第一,right,40.04541512635872,13,ptt,6
臺灣,有,right,27.594337062878566,70,ptt,6
中國,在,left,117.25264322520657,64,ptt,6
中國,對,left,94.9144704577394,31,ptt,6
中國,一個,left,93.23410983930768,30,ptt,6
中國,跟,left,89.2436945611217,33,ptt,6
中國,來自,left,85.99674318069698,13,ptt,6
中國,是,left,34.82362608622677,45,ptt,6
中國,與,left,30.53464881906397,17,ptt,6
中國,到,left,23.154737333375913,15,ptt,6
中國,和,left,21.969788024964167,13,ptt,6
中國,去,left,21.632918666963334,13,ptt,6
中國,讓,left,12.943420430637913,10,ptt,6
中國,被,left,11.931071339080724,13,ptt,6
中國,說,left,4.616765196795116,10,ptt,6
中國,了,left,0.8480426776567418,14,ptt,6
中國,的,left,-0.3219608806579872,45,ptt,6
中國,人,right,392.8889728199353,104,ptt,6
中國,大陸,right,248.0049292048567,34,ptt,6
中國,原則,right,130.29303117885246,17,ptt,6
中國,人民,right,53.43584495148889,12,ptt,6
中國,的,right,28.252018382141642,90,ptt,6
中國,在,right,1.5008768084644242,16,ptt,6
中國,有,right,0.32718255699094323,12,ptt,6
日本,在,left,80.2176010841834,46,ptt,6
日本,去,left,62.80043240098614,21,ptt,6
日本,跟,left,50.18631099038446,21,ptt,6
日本,是,left,22.19212459424621,32,ptt,6
日本,和,left,17.156524067086178,10,ptt,6
日本,被,left,11.817513238676469,11,ptt,6
