collo_1,collo_2,MI,Xsq,Gsq,count,src,timestep
早期,臺灣,4.625849429041782,230.32085597711693,48.33039624831039,10,weibo,6
全,臺灣,3.3392544072667008,133.27236413318,47.06180479286119,16,weibo,6
|,臺灣,3.07931449175253,119.85456921076738,46.73916867683333,18,weibo,6
是從,臺灣,4.450762722483692,201.78314641386677,45.542215284381484,10,weibo,6
收購,臺灣,4.370592373799708,189.83244688038008,44.29261764554572,10,weibo,6
屆,臺灣,4.332118225985072,184.3298787839296,43.6985389263075,10,weibo,6
像,臺灣,2.1951078470154948,79.41014285301674,42.5286448534887,28,weibo,6
看,臺灣,1.4355763186690151,58.89328200016989,40.265357321410036,54,weibo,6
想念,臺灣,3.271056700248794,110.05046271683553,39.89462495715955,14,weibo,6
打,臺灣,2.096805773403691,71.28810288632287,39.4645690640597,28,weibo,6
跟,臺灣,1.865800221762535,64.21550741306069,38.360721718317805,33,weibo,6
｜,臺灣,3.182829517237058,102.0194654553046,38.25206439698172,14,weibo,6
於,臺灣,1.6441629404804328,57.183249304273815,36.65928162782131,39,weibo,6
喜歡,臺灣,1.5263137554908681,52.30665741238235,34.781405077806056,42,weibo,6
羨慕,臺灣,3.2581176445412954,93.29068953766897,33.98629945744359,12,weibo,6
一部,臺灣,3.213723525182842,89.80524581216385,33.277050625379545,12,weibo,6
一位,臺灣,2.3143004799344196,57.91822351729659,29.774949589852042,18,weibo,6
稱,臺灣,2.1931622027005253,53.763596716553856,28.808423347291722,19,weibo,6
整個,臺灣,2.8888838348755765,67.39312235817552,28.213682921233016,12,weibo,6
一家,臺灣,2.6142614547665706,60.815629599040726,28.135202216188485,14,weibo,6
以及,臺灣,2.0722510992299616,49.53046933030058,27.642119856423097,20,weibo,6
加上,臺灣,2.541910610541887,56.68604771087337,26.909694031667303,14,weibo,6
來,臺灣,1.3613869151529987,36.951188751563556,25.827065147306712,38,weibo,6
那個,臺灣,2.141009341542431,45.444195432902205,24.782787542351898,17,weibo,6
用,臺灣,1.6098292084513097,36.37503221142572,23.56601202323133,26,weibo,6
に,臺灣,2.8796060212875654,55.68741039286953,23.392426538298345,10,weibo,6
看看,臺灣,2.2906855069977263,43.94606024860852,22.77498916944667,14,weibo,6
「,臺灣,1.3629325495850557,32.16225315478223,22.467906658728793,33,weibo,6
《,臺灣,0.9240334873479954,28.03315284944116,22.223882944974783,65,weibo,6
保護,臺灣,2.747155725263916,49.27845022592457,21.72921637895511,10,weibo,6
這是,臺灣,2.03411597034319,37.94578496485718,21.445888516045297,16,weibo,6
一個,臺灣,0.9133625964187,24.41378178174516,19.40998312390238,58,weibo,6
—,臺灣,1.1694073366841446,23.931097799460797,17.6956827274075,34,weibo,6
爲什麼,臺灣,1.946531493875392,29.995426940052877,17.448585346067386,14,weibo,6
·,臺灣,1.829617885455889,27.910739674201203,16.86440622792463,15,weibo,6
『,臺灣,2.322657896736006,32.45356489073443,16.633823332320276,10,weibo,6
兩個,臺灣,1.9306513661125029,27.33427622958422,15.98315025141697,13,weibo,6
の,臺灣,1.8080847239062476,25.362361258008345,15.430793137960446,14,weibo,6
們,臺灣,1.5438721268751727,20.41540397434185,13.497123659903327,16,weibo,6
對於,臺灣,1.7823842135748977,21.048697014681306,12.911745222007909,12,weibo,6
臺灣,腔,6.103165027598405,25805.28512035942,3127.959471745565,381,weibo,6
臺灣,花蓮,5.664169324598608,7958.060511560255,1103.936851148932,161,weibo,6
臺灣,問題,4.399866730684007,4452.757076099799,1033.05665151862,229,weibo,6
臺灣,花蓮縣,6.114147823010471,7438.418831657649,898.1733722185054,109,weibo,6
臺灣,分會,5.891135413148862,5818.284546600515,744.4783128973411,100,weibo,6
臺灣,樂隊,4.377646565842444,2943.333040168126,688.5075324117988,154,weibo,6
臺灣,偶像劇,5.396755388790148,3583.952808265015,551.1345207377565,88,weibo,6
臺灣,的,1.0493171999769786,630.7786148682387,488.9779395456676,1080,weibo,6
臺灣,傻事,6.166142460648732,3824.0412954280428,461.81616867066754,54,weibo,6
臺灣,出售,5.327893530645344,2556.5015780193744,404.0389007030111,66,weibo,6
臺灣,牌,5.397958135871806,2608.6758877648904,400.8683738962125,64,weibo,6
臺灣,金曲獎,5.736458185405487,2551.0357714329343,344.20734878021415,49,weibo,6
臺灣,名嘴,5.6400736489811445,2428.458837567206,339.5776713183676,50,weibo,6
臺灣,媒體報道,5.925134361144937,2622.9910021932687,331.83728662908106,44,weibo,6
臺灣,TaiwanNews,6.166142460648732,2549.311589339611,307.82726247254493,36,weibo,6
臺灣,臺中市,5.959691583181305,2383.1542524745328,298.3182912164981,39,weibo,6
臺灣,東南,4.886034541455997,1567.8404335133691,296.8874587569067,56,weibo,6
臺灣,遠見,6.0859721119647485,2340.7446574163337,283.7712941529653,35,weibo,6
臺灣,旅遊,4.419428889930964,1163.7099842643972,267.26286437827537,59,weibo,6
臺灣,教書,6.005677788455486,2147.095220198119,265.26119850320566,34,weibo,6
臺灣,美食,3.728021348256847,712.4103780449551,216.58377443990025,62,weibo,6
臺灣,大江,5.611553608971095,1522.505054272308,215.17115415492594,32,weibo,6
臺灣,風味,5.3776465658424435,1325.306182027356,205.2494534731892,33,weibo,6
臺灣,菜,4.829107473371161,1019.8058934461795,197.6723603945611,38,weibo,6
臺灣,政治,3.5018910501229366,563.664846141396,187.3253604163188,59,weibo,6
臺灣,葭,6.04584822693102,1494.7331629915698,182.76380728737794,23,weibo,6
臺灣,小喫,4.68071563347849,840.803835105712,173.29428835527494,35,weibo,6
臺灣,赫茲,6.166142460648732,1274.6311584826228,153.8878223996575,18,weibo,6
臺灣,師大附中,5.718683483677511,1130.75832389175,153.5238529165795,22,weibo,6
臺灣,高雄,4.769252308080148,769.9923162609864,152.97976546848545,30,weibo,6
臺灣,作家,4.522286270874007,682.3157533659213,150.1454189209064,32,weibo,6
臺灣,“,1.49030171937421,216.1807834828112,145.67717149621507,182,weibo,6
臺灣,退伍軍人,5.787630837395002,1080.2262261143426,143.06960567174173,20,weibo,6
臺灣,茶文化,5.890508018035304,1104.8606722409074,141.2994684720004,19,weibo,6
臺灣,藝人,3.800492988332052,474.922743157946,140.23201618035162,39,weibo,6
臺灣,人民,3.755858491340523,446.4710614715164,134.1964904724166,38,weibo,6
臺灣,演員,4.1020121232290165,509.7812604324375,133.28654973961866,33,weibo,6
臺灣,環島,5.166142460648732,757.1173204281346,127.71380636087383,22,weibo,6
臺灣,設計師,4.765604531065003,639.907621573875,127.31976776033557,25,weibo,6
臺灣,院線,5.400607714285755,816.7167960046139,125.31463189375089,20,weibo,6
臺灣,no.1,5.996217459206419,1003.5634910804018,124.2869577554544,16,weibo,6
臺灣,東北角,6.166142460648732,991.3755319250903,119.68578019637975,14,weibo,6
臺灣,富邦,6.166142460648732,991.3755319250903,119.68578019637975,14,weibo,6
臺灣,地方史,6.166142460648732,991.3755319250903,119.68578019637975,14,weibo,6
臺灣,交換,4.758967079142859,585.8033143923196,116.8728619236563,23,weibo,6
臺灣,臺北縣,6.166142460648732,920.5620054701067,111.13565251361581,13,weibo,6
臺灣,青年,4.180081651606606,426.7295774593472,108.06998436230788,26,weibo,6
臺灣,滷肉飯,5.056517969474234,603.2894122382581,106.43891450593942,19,weibo,6
臺灣,重映,5.206784445146078,638.1668022832437,105.87464909067864,18,weibo,6
臺灣,那邊,4.873360711420887,554.6509373753659,105.53837333727114,20,weibo,6
臺灣,以東,6.166142460648732,849.7486310879032,102.58567823891102,12,weibo,6
臺灣,著名,4.109558932282365,388.4597864619615,101.2445314085461,25,weibo,6
臺灣,陪伴,4.2119461502618565,403.7246550158777,100.91944282678432,24,weibo,6
臺灣,飯糰,5.959691583181305,794.3591615004481,99.41380785040405,13,weibo,6
臺灣,兄妹,5.959691583181305,794.3591615004481,99.41380785040405,13,weibo,6
臺灣,拍攝,4.078679619398392,364.0528816972434,96.08034807285418,24,weibo,6
臺灣,黑幫,5.651569287818974,685.5925830262024,95.42167396859402,14,weibo,6
臺灣,高粱酒,5.651569287818974,685.5925830262024,95.42167396859402,14,weibo,6
臺灣,民衆,3.7018614423500393,303.6979577807397,93.24900057443713,27,weibo,6
臺灣,戰隊,5.581179959927576,651.621397270076,93.15066755145651,14,weibo,6
臺灣,##,1.63941600443966,144.56435100192712,92.9372139591465,99,weibo,6
臺灣,妹妹,4.400607714285755,388.8096608491069,89.9479419650882,20,weibo,6
臺灣,牛肉麪,4.69221127231632,436.1309816295906,89.44468479830216,18,weibo,6
臺灣,三立,5.618654665346239,621.67833638725,87.60723214787988,13,weibo,6
臺灣,節目,3.039286181098306,218.7595551452138,86.74968450964587,34,weibo,6
臺灣,朋友,2.922439533066872,208.65519356264517,86.42150683323344,36,weibo,6
臺灣,新北市,5.329641192931612,542.9248768753002,85.69983918759596,14,weibo,6
臺灣,不傳,6.166142460648732,708.122338539877,85.48619075288661,10,weibo,6
臺灣,老車,6.166142460648732,708.122338539877,85.48619075288661,10,weibo,6
臺灣,農林,6.166142460648732,708.122338539877,85.48619075288661,10,weibo,6
臺灣,角川,6.166142460648732,708.122338539877,85.48619075288661,10,weibo,6
臺灣,民主,3.9962174592064197,312.8462107226044,85.36896883822143,22,weibo,6
臺灣,自由,3.4780864669634726,252.8560149191952,84.77961435881991,27,weibo,6
臺灣,龍捲風,5.751104961369888,631.3282297605577,84.70537276819778,12,weibo,6
臺灣,迴歸,4.369675854733864,360.7549208663929,84.52557163077829,19,weibo,6
臺灣,女明星,5.407150560152527,533.3890956208724,81.62303041141999,13,weibo,6
臺灣,團結,5.343020222732811,509.0800168028487,79.92584270209969,13,weibo,6
臺灣,火山石,5.066606787097817,447.8365605534076,78.68101454803526,14,weibo,6
臺灣,墾丁,4.446250379841468,342.1633493919871,77.67957126076057,17,weibo,6
臺灣,粉絲團,5.429176866482526,500.29854354037167,75.8917141124827,12,weibo,6
臺灣,知名度,5.903108054814938,586.7745471454604,74.73107150608507,10,weibo,6
臺灣,那點,5.903108054814938,586.7745471454604,74.73107150608507,10,weibo,6
臺灣,飯店,4.411254958485263,313.57613354233496,72.2224800213761,16,weibo,6
臺灣,電影,2.7525145316245596,158.66023958419797,69.93147222839286,32,weibo,6
臺灣,嘉賓,3.6551805413713527,216.59994696159504,67.74012497261964,20,weibo,6
臺灣,雙胞胎,5.050665243228796,379.38059508031523,67.09065164384313,12,weibo,6
臺灣,南部,3.470997042177153,195.5037207872295,65.72596528035635,21,weibo,6
臺灣,街頭,4.143774647620278,255.30465166527995,65.61240038490604,16,weibo,6
臺灣,美女,4.514065764069039,296.64489245240577,65.48541241922108,14,weibo,6
臺灣,好戲,5.488070555536094,435.11095911875594,64.48661723235625,10,weibo,6
臺灣,樂團,3.7662118537600966,213.22855875986832,63.809737605822036,18,weibo,6
臺灣,小姐姐,4.240143042092509,257.86653240894117,63.71297560694131,15,weibo,6
臺灣,河南,4.418908531028699,275.98047380853114,63.36193378053464,14,weibo,6
臺灣,口音,3.878565870552147,220.28506927531564,63.024348318381385,17,weibo,6
臺灣,高山,5.1020121232290165,361.1489999940008,62.53317403441657,11,weibo,6
臺灣,複合,5.240143042092509,363.2858974161101,59.453779465896304,10,weibo,6
臺灣,網友,2.827663189497522,138.20547328826805,59.26486371224181,26,weibo,6
臺灣,五指山,4.663642120119549,284.58942593278766,59.05558836792876,12,weibo,6
臺灣,人才,4.218609880542868,236.71083640272656,59.0025109317818,14,weibo,6
臺灣,知名,3.133720982956355,153.7702470349993,58.8404510728068,22,weibo,6
接近,中國,7.041233803983619,41453.557392618066,2724.7122471203147,318,weibo,6
一個,中國,4.829966127112335,7677.839548882825,1426.807537447984,288,weibo,6
一段,中國,7.200358528119038,20257.457456680648,1231.1441008148154,139,weibo,6
是,中國,3.2781253594979387,3063.7374080500736,1109.1611417187994,387,weibo,6
茶界,中國,7.718387259585015,3980.75215478648,194.00079950650377,19,weibo,6
，,中國,0.9500214071317504,237.73564044594252,190.11423228829767,493,weibo,6
在,中國,2.0161806152697355,315.7548180679602,179.39166668017043,136,weibo,6
對,中國,3.3141416752403208,501.8307200079518,176.28467958145143,62,weibo,6
Billboard,中國,7.86277716892019,3708.4246199933073,174.46337729360786,16,weibo,6
Bllboard,中國,7.86277716892019,3708.4246199933073,174.46337729360786,16,weibo,6
@,中國,2.7328968863732803,333.3770786520302,146.48114243382926,69,weibo,6
近代史,中國,5.386339124977203,920.6363028333496,131.17838311552623,23,weibo,6
對於,中國,4.60943615929024,631.5373746200842,128.20509894766994,28,weibo,6
事關,中國,7.6403847475837425,2380.5547458469296,119.37126898376582,12,weibo,6
分裂,中國,5.735665251016851,979.0699723986277,118.43899245478086,19,weibo,6
回首,中國,7.621769069416395,2153.9144225143996,108.7862758193942,11,weibo,6
屬於,中國,5.173478008384299,685.3684531636504,107.74764169728635,20,weibo,6
挑釁,中國,5.713030049415508,811.1438964457941,99.16642641591105,16,weibo,6
多數,中國,6.86277716892019,1378.6967573413258,97.66931004743023,12,weibo,6
新,中國,3.906858237384307,354.4725760136708,97.54714196966964,27,weibo,6
阻止,中國,6.433933870116316,1102.8886008435989,95.75271918098855,13,weibo,6
香港,中國,3.199269891564093,256.62925147292776,94.21040680852525,35,weibo,6
全體,中國,6.429817761644084,845.8949899535019,73.57792478252759,10,weibo,6
涉及,中國,5.614849655476605,566.7712707319776,72.55322151051013,12,weibo,6
損害,中國,5.238286304012396,431.16714314533226,65.77042221000667,12,weibo,6
成爲,中國,3.7612391424581277,210.37294094578056,61.500417827077,18,weibo,6
介紹,中國,4.86277716892019,299.75628389374594,54.281175735096824,11,weibo,6
：,中國,1.6382764361846591,83.9320266965571,53.74171583213959,58,weibo,6
家,中國,3.277814668199034,141.10667835625284,50.18325126660154,18,weibo,6
非,中國,4.809665832460627,261.9540449344057,48.58441293701996,10,weibo,6
干涉,中國,4.758440509105455,252.1416165632195,47.85437759402849,10,weibo,6
如果,中國,2.90393449367695,112.92532563538266,46.42335404675972,20,weibo,6
進入,中國,4.20326771483398,182.03558156221536,44.12039777781683,11,weibo,6
全,中國,4.265842026532958,173.66236070307966,40.96568665846992,10,weibo,6
強,中國,3.3655906282874746,101.31610191000857,34.78742842777962,12,weibo,6
來自,中國,3.0874834560948843,86.43519592724618,33.109200060516486,13,weibo,6
與,中國,1.7557469588223513,47.14750117929186,29.034897404982736,28,weibo,6
我們,中國,1.6871385162834842,43.138721215958824,27.158161640118117,28,weibo,6
當,中國,3.162337450779098,70.96949198699521,26.401423333736528,10,weibo,6
由,中國,2.814017857000335,51.9877632109502,22.098263452601486,10,weibo,6
】,中國,1.4600696077375632,31.425976919124015,21.244109586001684,28,weibo,6
因爲,中國,2.0983794474742488,35.40211116044735,19.44581434619741,14,weibo,6
爲,中國,1.6312131016854918,30.01111646302851,19.226481840496987,21,weibo,6
統一,中國,2.5408490740328276,40.10097946015337,18.851121272516504,10,weibo,6
L,中國,1.4233289989263087,20.165047115815476,13.780669239877025,19,weibo,6
而,中國,1.707959059868086,18.975778999873693,11.858180429309527,12,weibo,6
被,中國,1.4074499486156296,16.570559347589228,11.377767943936206,16,weibo,6
就是,中國,1.4220463959605742,15.882899217872275,10.856643521114062,15,weibo,6
向,中國,1.597552831995572,16.367254897950957,10.59331202955814,12,weibo,6
不是,中國,1.524709371377575,12.311911712132373,8.15164165562349,10,weibo,6
給,中國,1.3434983284511302,10.304338198482423,7.212220531667612,11,weibo,6
讓,中國,1.1947104255535907,9.490403270460021,6.943860205004336,13,weibo,6
。,中國,0.3846383102178292,7.396016560986906,6.756025910965448,101,weibo,6
《,中國,0.898642621477196,8.474913376810962,6.750106551055257,21,weibo,6
##,中國,0.8766190940738208,6.899247967355094,5.528179304339986,18,weibo,6
和,中國,0.4391989979383929,2.355813829148948,2.1196186725293895,25,weibo,6
？,中國,0.5661886610862369,2.1986982278426375,1.914450134550668,14,weibo,6
“,中國,0.3632378794453834,1.6725107205995726,1.5337532691388418,26,weibo,6
、,中國,0.17722335418047816,0.5660788645845254,0.5432014303223447,37,weibo,6
說,中國,0.17277919750074494,0.1445395283636296,0.13880985240295463,10,weibo,6
年,中國,0.11794333142064464,0.06731482879554317,0.06549299163850697,10,weibo,6
！,中國,-0.2285886178163188,-0.48274201548453777,-0.5079650657500441,19,weibo,6
有,中國,-0.34841585089385607,-0.8277389740507352,-0.8936606663014457,14,weibo,6
#,中國,-0.32754137902162633,-1.574507222600261,-1.6918217478940427,30,weibo,6
了,中國,-0.28511024804421864,-1.6338047817755283,-1.7394756157625508,41,weibo,6
的,中國,-0.294666198764765,-5.738039817596095,-6.110285215426764,131,weibo,6
中國,海軍,7.73018867011566,102726.24348254701,5050.452418356907,486,weibo,6
中國,領空,7.17881330791301,46812.599328384465,2889.6678934006495,326,weibo,6
中國,原則,7.680491871322418,47552.375067142115,2364.5449172700564,233,weibo,6
中國,大陸,5.403661340656482,9497.120532389048,1352.922732865084,234,weibo,6
中國,內政,7.646277825688943,15339.962306468398,769.6890190072571,77,weibo,6
中國,近代史,7.144731333155425,10790.650093454033,671.9980413041714,77,weibo,6
中國,共有,7.31090419973663,7559.051789899698,436.3160418223139,48,weibo,6
中國,地震,5.369797888790198,2967.1724376151055,426.9114842951825,75,weibo,6
中國,人,3.3990993241052916,1210.7309159546996,412.63449395262097,139,weibo,6
中國,公告牌,7.85522471596044,5533.515049048533,261.49209224706715,24,weibo,6
中國,企業,5.047869793902836,1562.8253885352403,260.5877171859684,50,weibo,6
中國,歷史,4.442841670127574,1014.4867884138014,221.9134615334433,51,weibo,6
中國,評論,5.50069195564115,1522.3176775694253,205.77422230067964,35,weibo,6
中國,主權,6.3227296351334195,2195.265212172596,201.11406444855402,28,weibo,6
中國,藝人,5.333456041726478,1348.2117268362006,196.99229045339382,35,weibo,6
中國,騎友網,7.85522471596044,4150.109549232406,196.09167733266452,18,weibo,6
中國,人民,5.2844760744589845,1263.7519385558578,188.88153250641722,34,weibo,6
中國,地震臺,7.85522471596044,3688.978343814194,174.29552356175472,16,weibo,6
中國,市場,5.107990786340407,914.5881791708454,148.23717807458436,28,weibo,6
中國,長安,7.340651543130682,2251.1165672144557,128.12091333953285,14,weibo,6
中國,成立,5.675901016515878,839.1166616362736,104.41750453552991,17,weibo,6
中國,核心,5.602837554326155,796.0296314099876,102.5129434354273,17,weibo,6
中國,近代,7.314656334597737,1736.7503293818058,99.98457051052921,11,weibo,6
中國,統一,3.862456285191516,316.8481880466481,88.83114808613914,25,weibo,6
中國,社交,5.182799373988945,552.0478954149435,86.41552441195157,16,weibo,6
中國,展訊,7.089689969597464,1348.0205519141393,85.9469451071376,10,weibo,6
中國,領土,5.562442966732594,454.76506159564207,59.669183681351875,10,weibo,6
中國,強大,5.177152810847803,343.5918328373106,53.912529404093966,10,weibo,6
中國,南海,3.2012205708096326,124.79962134998806,45.74252535650349,17,weibo,6
中國,內地,3.5698224970981918,140.07094941872322,44.297068691369326,14,weibo,6
中國,文化,3.7418832428844953,149.57880723243798,44.072800608108395,13,weibo,6
中國,行,4.408968486070876,193.76789476460914,42.947759232536484,10,weibo,6
中國,的,0.621585790305937,49.12205966620769,42.43700034885481,249,weibo,6
中國,上榜,4.294509761485961,177.5335872737849,41.364359212313616,10,weibo,6
中國,平安,4.010875586420634,156.71737565720352,41.24606131219217,11,weibo,6
中國,經濟,3.6422309926262417,116.75586982137906,35.841523135352084,11,weibo,6
中國,財富,3.8108305966019866,121.59683165501423,34.81123982525915,10,weibo,6
中國,國際,3.0858376441018565,73.02911311687046,27.990120270240133,11,weibo,6
中國,公司,2.453776281429551,55.19097533665994,26.778164114710968,15,weibo,6
中國,"""",2.9972437208328677,61.38381860915033,24.342255632065932,10,weibo,6
中國,##,0.7866044809220979,5.2154293860122705,4.283223562031159,17,weibo,6
中國,對,0.8248083741584396,3.716188127374942,3.0197392611653076,11,weibo,6
中國,與,0.5258020845261533,1.622031438911085,1.4271030879678923,12,weibo,6
中國,將,0.48018528461351545,1.124938115606358,1.001350327199062,10,weibo,6
中國,還,0.41892959612107766,0.8544183060972681,0.7724590892162313,10,weibo,6
中國,有,0.0908768845479054,0.07607907673936502,0.07449586921891971,19,weibo,6
中國,”,-0.08605460519299857,-0.06825654652077971,-0.06960082635503717,19,weibo,6
中國,和,-0.12272857746576796,-0.12420411797738048,-0.1276937655467676,17,weibo,6
中國,！,-0.3318798754586983,-1.0743936662697824,-1.1557617739575008,20,weibo,6
中國,也,-0.4760654821306135,-1.3298066160693134,-1.4743130621132785,12,weibo,6
中國,（,-0.6525699242382561,-2.098347865247459,-2.409997058329896,10,weibo,6
中國,在,-0.6731828810119801,-4.715335148759817,-5.434236238807287,21,weibo,6
中國,是,-1.0015120401586692,-10.176291545857199,-12.46070120905101,20,weibo,6
中國,。,-0.8369548603520987,-17.048280392306964,-20.224014006276732,48,weibo,6
中國,、,-1.7178543695208595,-16.135770386553258,-22.17560905168218,10,weibo,6
中國,，,-1.433483538680981,-109.1718818966834,-141.70828972818276,95,weibo,6
是,日本,3.0347733902840126,402.3242174619015,158.8639018244362,63,weibo,6
勾結,日本,9.610303809737715,8582.978292078293,134.219720795697,11,weibo,6
竄訪,日本,9.610303809737715,8582.978292078293,134.219720795697,11,weibo,6
某些,日本,7.7789034137134605,2178.2348413175355,89.98186869175909,10,weibo,6
、,日本,2.5527812176110456,150.76543183623423,70.9249107754363,37,weibo,6
自,日本,6.321858387913041,780.8592909156904,68.67764134960166,10,weibo,6
「,日本,4.205646413644583,248.04833462845184,59.54915745869785,15,weibo,6
去,日本,3.560419678162357,178.38265355618782,56.399057913331134,18,weibo,6
？,日本,2.9417465245168044,81.65023095069964,32.99953808150116,14,weibo,6
就是,日本,3.2126417586699856,73.94793987683299,26.85919420783161,10,weibo,6
在,日本,1.8278375935069766,42.522064194657396,25.632609438314653,23,weibo,6
被,日本,3.1049359069335596,67.35525329762913,25.525891339261452,10,weibo,6
到,日本,2.746481936021083,53.61608765098752,23.31887566999822,11,weibo,6
“,日本,1.9452466203433771,31.847721445879717,18.428305161993634,15,weibo,6
和,日本,1.97825559365184,30.88321875152012,17.668972271605064,14,weibo,6
一個,日本,2.3575270839879527,33.31218254716238,16.69691286799301,10,weibo,6
#,日本,1.3890534022440084,19.213315614851243,13.293558455064193,19,weibo,6
有,日本,1.54171518536647,12.615409618978758,8.30901242205486,10,weibo,6
了,日本,0.980823124211851,9.24839305069811,7.212242893113022,19,weibo,6
的,日本,0.047468663128352254,0.03612563069234529,0.03574633767188873,32,weibo,6
。,日本,0.008875286505120728,0.000579358967425049,0.0005781951940503349,15,weibo,6
，,日本,-0.06527571413795615,-0.10287468213367391,-0.10431938864109913,47,weibo,6
日本,人,5.040693522404227,2610.1777811110414,435.1484582623116,84,weibo,6
日本,動漫,8.523002846063031,4394.1808967732695,122.15769736927822,12,weibo,6
日本,殖民,8.05351756276181,3166.975202027472,113.11900411222044,12,weibo,6
日本,入境,8.021808703034472,2581.3175722675564,93.74535716455895,10,weibo,6
日本,學者,7.500976539733031,1793.101068874064,85.80500940227215,10,weibo,6
日本,、,2.135790305893065,74.09242926657711,40.31898384548098,28,weibo,6
日本,與,3.0094971501897723,80.53533902721293,31.70038345622362,13,weibo,6
日本,爲,3.0644886805828135,71.5181820543874,27.541962720293018,11,weibo,6
日本,和,1.8584661476686675,24.8609617194619,14.79854839758929,13,weibo,6
日本,的,0.7302414246226308,14.191877039199301,11.920435144006447,52,weibo,6
日本,，,0.2228596963593261,1.4825146750898275,1.4115250494876932,58,weibo,6
驅離,美國,7.909501360213051,34209.24587798804,1440.4313697555913,143,weibo,6
撤銷,美國,8.119694639366294,13296.917753891881,510.02059313257394,48,weibo,6
針對,美國,7.316551968595604,8843.355643418376,491.06202473211044,56,weibo,6
超過,美國,6.452645435850441,5238.917450982827,444.1454700478394,61,weibo,6
曾任,美國,8.052580443507757,9515.990724308018,375.10175796231897,36,weibo,6
同,美國,6.0146207822739495,3269.6924209440394,342.91591593046826,52,weibo,6
留在,美國,7.557815751758179,6732.540168897741,332.6054579653239,36,weibo,6
，,美國,1.3199378175944605,439.26126714507654,318.6202212795308,457,weibo,6
首超,美國,8.242551387151828,8450.745475125068,309.39811641847353,28,weibo,6
到,美國,3.6575888864306716,828.1143118890001,252.9842021689235,77,weibo,6
】,美國,3.398811118157412,669.2069954223456,227.19950352336622,77,weibo,6
從,美國,4.0745512626340075,748.4724417791872,191.48250247763485,50,weibo,6
經銷,美國,7.416087642146518,3386.5096643017287,178.9674975429338,20,weibo,6
來,美國,3.445356331314445,342.90233770574054,113.96020321112714,38,weibo,6
超越,美國,5.440865215180915,707.1020040147721,97.38503160346389,17,weibo,6
：,美國,2.066960254897243,137.06539785473723,76.25666966887016,56,weibo,6
關閉,美國,6.416087642146518,836.6841968947566,72.05150463379621,10,weibo,6
的,美國,0.8859303117061748,86.61170645238086,69.89969641240506,213,weibo,6
配合,美國,6.204583536952807,719.8942868269639,68.72533722099725,10,weibo,6
對,美國,2.6972362517635693,135.17989780049882,60.008160438662856,29,weibo,6
反對,美國,4.414732362534508,272.16064645621566,59.913425310377804,14,weibo,6
超,美國,4.757124559981586,301.92350127165554,57.02784999280625,12,weibo,6
代表,美國,4.1382147273370915,220.0554642176258,54.656004330172095,14,weibo,6
##,美國,2.1860039844140604,89.13860251672033,47.53291189112167,32,weibo,6
關於,美國,4.565983072629577,217.98926474518302,44.86237756600238,10,weibo,6
給,美國,2.685304696483747,92.1361407659662,41.05644022162376,20,weibo,6
迴應,美國,3.6472068679035505,106.44633610334196,32.518850114225124,10,weibo,6
是,美國,1.1154418055229556,39.45995776273792,29.620201365425345,62,weibo,6
、,美國,1.2019673824975488,40.15266973155846,29.377281811859838,54,weibo,6
在,美國,1.1359481203651467,34.9922249927473,26.098090570689678,53,weibo,6
與,美國,1.8200193513260596,38.29272142429494,23.077416886125235,21,weibo,6
跟,美國,2.490338019286684,45.739608499415596,21.87484553253838,12,weibo,6
和,美國,1.1326336950737923,18.9569063029019,14.13326911034375,29,weibo,6
【,美國,1.2037399613295388,12.60882433352353,9.200858197886646,17,weibo,6
被,美國,1.4717223411193374,13.671634350390518,9.198896445850997,12,weibo,6
#,美國,0.45433128278135676,3.7465392965648943,3.3594805724799883,37,weibo,6
。,美國,0.27182590970635867,2.440124515813639,2.2905414872808336,67,weibo,6
“,美國,-0.05053702485555321,-0.017321388780712398,-0.017521985447607857,14,weibo,6
！,美國,-0.09031564386883387,-0.059316237786670216,-0.06054312115840843,15,weibo,6
了,美國,-0.256461765271232,-0.9655131125149505,-1.0217683566211573,30,weibo,6
美國,軍機,8.202725924540085,86923.15142151147,3286.180871159681,296,weibo,6
美國,衛生,7.464372485273735,42409.88716869455,2213.946482967177,242,weibo,6
美國,衛生部長,6.738563017728273,11568.15322724699,855.4965745895063,110,weibo,6
美國,在臺協會,8.252659187729785,19455.355048268848,719.614779798479,64,weibo,6
美國,國防部長,7.382783181114123,8603.023304064749,463.82648746290795,52,weibo,6
美國,洛杉磯,8.297053307088238,11287.51230310841,414.5132206167573,36,weibo,6
美國,世界日報,8.297053307088238,11287.51230310841,414.5132206167573,36,weibo,6
美國,留學,7.817060365968624,8521.199581672796,374.5116547636411,38,weibo,6
美國,寄來,8.062588053451215,9051.205395802483,357.6850975459199,34,weibo,6
美國,駐,7.489698385030634,5706.065299755366,292.0805417585847,32,weibo,6
美國,上班,6.95825139363648,4173.794433435123,276.3655683212916,34,weibo,6
美國,同,5.728578929155651,2253.6892669043223,271.3161547357224,44,weibo,6
美國,內閣,7.586559924283223,4198.303706301215,205.1854380363519,22,weibo,6
美國,計劃,5.596613588947146,1397.0296044322745,178.97310296175482,30,weibo,6
美國,跟,3.951974247950319,462.197185382545,124.5019384112228,34,weibo,6
美國,總統,5.305666437392946,791.7747193808956,116.29061787410811,21,weibo,6
